row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
145,,Connectivity,Connectivity,,cue,Connectivity,,,BT Headset Fails to Auto-Reconnect After S4 Resume: No HCI_Connection_Complete Event (3/32),BT Headset Fails to Auto-Reconnect After S4 Resume: No HCI_Connection_Complete Event (3/32)
146,,YB/Lost,OEM Tools,OEM Tools,override,"Power Consumption, RF, OEM Tools",,6G Tx power question on DRTU,WIFI YB when running Heaven benchmark test and PTAT Tool -- Factory test.,6G Tx power question on DRTU
147,,Connectivity,Needs-Triage,,fallback,,,The TIS is abnormal when the OTA test is in Channel 149-165,"Noise and no sound after 1-2 hours of Bluetooth audio on Venus4-14 (Classic BT, Meteor Lake, AX211), 20%+ fail rate.",The TIS is abnormal when the OTA test is in Channel 149-165
148,,Connectivity,BSOD,,cue,BSOD,,0x9F BSOD during WinPVT11.16.0 S4 hibernation stress test on Wildcat Lake Wi-Fi,System can scan full 6GHz band at Mongolia MCC,0x9F BSOD during WinPVT11.16.0 S4 hibernation stress test on Wildcat Lake Wi-Fi
149,,BSOD,Connectivity,,cue,Connectivity,,BT Headset Fails to Auto-Reconnect After S4 Resume: No HCI_Connection_Complete Event (3/32),System will encounter BSOD 0x9f when rebooting.,BT Headset Fails to Auto-Reconnect After S4 Resume: No HCI_Connection_Complete Event (3/32)
150,,Performance,Needs-Triage,,fallback,,,,The streaming rates of STA and SoftAP are lower than competing products in Wi-Fi coexistence,The streaming rates of STA and SoftAP are lower than competing products in Wi-Fi coexistence
151,,ICPS,Connectivity,,cue,Connectivity,,"Noise and no sound after 1-2 hours of Bluetooth audio on Venus4-14 (Classic BT, Meteor Lake, AX211), 20%+ fail rate.",ICPS adds power ~900mw in Teams 3*3 test scenario in Kailash,"Noise and no sound after 1-2 hours of Bluetooth audio on Venus4-14 (Classic BT, Meteor Lake, AX211), 20%+ fail rate."
152,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,Eiger2 BE201-LNL have YB because can not get OTP of Bluetooth,Eiger2 BE201-LNL have YB because can not get OTP of Bluetooth
153,,Connectivity,Connectivity,,cue,Connectivity,,,The BT switch show gray and BT function disappear,The BT switch show gray and BT function disappear
154,,OEM Tools,OEM Tools,OEM Tools,override,OEM Tools,,,CITU Fail of BM23xmk2 DVT2(Review passed PCB),CITU Fail of BM23xmk2 DVT2(Review passed PCB)
155,,Connectivity,Connectivity,,cue,Connectivity,,,"WLAN always auto reset after connect monitor with HDMI cable, FR: 2/2Units, 5/5Cycles","WLAN always auto reset after connect monitor with HDMI cable, FR: 2/2Units, 5/5Cycles"
156,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,Eiger2 BE201-LNL have YB because can not get OTP of Bluetooth,Failed to activate BT LE function test,Eiger2 BE201-LNL have YB because can not get OTP of Bluetooth
157,,Connectivity,Connectivity,,cue,Connectivity,,,BE201 WLAN/BT disappear and reappear during S0 idle screen on,BE201 WLAN/BT disappear and reappear during S0 idle screen on
158,,Connectivity,Needs-Triage,,fallback,,,,It is unable to reconnect a single earbud during a PAS session.,It is unable to reconnect a single earbud during a PAS session.
159,,Connectivity,Needs-Triage,,fallback,,,,"After starting a new PAS session, the sound from Device 2 is quieter than tha","After starting a new PAS session, the sound from Device 2 is quieter than tha"
160,,Connectivity,Needs-Triage,,fallback,,,,The sound from Device #2 was much lower than that from Device #1 during Teams call,The sound from Device #2 was much lower than that from Device #1 during Teams call
161,,Power Consumption,Connectivity,,cue,Connectivity,,BE201 WLAN/BT disappear and reappear during S0 idle screen on,(Copy Of 00993290) Abnormal operation when measuring 802.11n Tx power,BE201 WLAN/BT disappear and reappear during S0 idle screen on
162,,ICPS,ICPS,ICPS,override,"Connectivity, ICPS",,,WLAN did not connect to previous AP after WIFI Radio off/on if checked switch to better WIFI  option on ICPS. (FR:2/2units; 4/8cycles),WLAN did not connect to previous AP after WIFI Radio off/on if checked switch to better WIFI  option on ICPS. (FR:2/2units; 4/8cycles)
163,,BSOD,BSOD,,cue,"BSOD, Connectivity",,,"BSOD 0x6E during factory build and reboot stress, dump points to Intel Bluetooth driver (ibtpci.sys)","BSOD 0x6E during factory build and reboot stress, dump points to Intel Bluetooth driver (ibtpci.sys)"
164,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,,Bluetooth connection interrupted during Nearby Sharing file transfer on Panther Lake (BE213),Bluetooth connection interrupted during Nearby Sharing file transfer on Panther Lake (BE213)
165,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,,The wifi disconnect and cant reconnect  until turn off/on wifi switch,The wifi disconnect and cant reconnect  until turn off/on wifi switch
166,,YB/Lost,ICPS,ICPS,override,"Connectivity, ICPS",,WLAN did not connect to previous AP after WIFI Radio off/on if checked switch to better WIFI  option on ICPS. (FR:2/2units; 4/8cycles),"DRTU show pop-up ""Visual C++ Runtime library assertion failed""",WLAN did not connect to previous AP after WIFI Radio off/on if checked switch to better WIFI  option on ICPS. (FR:2/2units; 4/8cycles)
167,,Connectivity,BSOD,,cue,"BSOD, Connectivity",,"BSOD 0x6E during factory build and reboot stress, dump points to Intel Bluetooth driver (ibtpci.sys)",bluetooth headset no sound after resume from S4,"BSOD 0x6E during factory build and reboot stress, dump points to Intel Bluetooth driver (ibtpci.sys)"
168,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,Bluetooth connection interrupted during Nearby Sharing file transfer on Panther Lake (BE213),There is a 15-20 secon,Bluetooth connection interrupted during Nearby Sharing file transfer on Panther Lake (BE213)
169,,Performance,Performance,,cue,Performance,,,"System lag repeatly, capture the event log found that network timeout nearby the lag time point.(F/R: 4/4units, 25/50cycles)","System lag repeatly, capture the event log found that network timeout nearby the lag time point.(F/R: 4/4units, 25/50cycles)"
170,,Connectivity,Connectivity,,cue,Connectivity,,,P2P pairing - GO finding failure.,P2P pairing - GO finding failure.
171,,System Hang,System Hang,,cue,System Hang,,,"Error Message:""PCI configuration change detected"" occurred when run vCosmos_WinPVT v11.16.0 Hibernation Functional Test.","Error Message:""PCI configuration change detected"" occurred when run vCosmos_WinPVT v11.16.0 Hibernation Functional Test."
172,,Connectivity,Connectivity,,cue,Connectivity,,,EAP authentication fails and disconnection from AP,EAP authentication fails and disconnection from AP
173,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,The wifi device show yellow bang,The wifi device show yellow bang
174,,Connectivity,Connectivity,,cue,Connectivity,,,Single unit fails to activate WiFi-Sensing func,Single unit fails to activate WiFi-Sensing func
175,,ICPS,ICPS,ICPS,override,"Performance, ICPS",,,"[NEC][LCFC][Citron3_VP][25H2][ICPS] ID0(Child process [9344 - IDBWM.exe] finished with 1073740791) and ID7034(Intel Dynamic Bandwidth Management Service) and ID1000(IDBWM.exe) shows up while running FSU long run test.[FR: 8/356,2.25%][1/1 Units]","[NEC][LCFC][Citron3_VP][25H2][ICPS] ID0(Child process [9344 - IDBWM.exe] finished with 1073740791) and ID7034(Intel Dynamic Bandwidth Management Service) and ID1000(IDBWM.exe) shows up while running FSU long run test.[FR: 8/356,2.25%][1/1 Units]"
176,,Connectivity,Connectivity,,cue,Connectivity,,,The BE211s Wi-Fi and Bluetooth functions are not working on Ubuntu 24.04.3 LTS,The BE211s Wi-Fi and Bluetooth functions are not working on Ubuntu 24.04.3 LTS
177,,BSOD,BSOD,,cue,"BSOD, Killer, Power Consumption",,,BSOD DRIVER_POWER_STATE_FAILURE (0x9F) during S4 stress on Arrow Lake-Hx with Killer 1750w Wi-Fi,BSOD DRIVER_POWER_STATE_FAILURE (0x9F) during S4 stress on Arrow Lake-Hx with Killer 1750w Wi-Fi
178,,Connectivity,Connectivity,,cue,Connectivity,,,The result show fail when running Stress-WiFi Ping (MS/Reboot/S4) test.,The result show fail when running Stress-WiFi Ping (MS/Reboot/S4) test.
179,,Connectivity,Connectivity,,cue,Connectivity,,,STA cannot detect 6 GHz Wi-Fi APs in Indonesia with UHB enabled and MCC set to ID,STA cannot detect 6 GHz Wi-Fi APs in Indonesia with UHB enabled and MCC set to ID
180,,Connectivity,Connectivity,,cue,Connectivity,,,The AP will be disconnected after WiFi connected and idle for 5~8 minutes while CSR feature executing period in Intel BE211 SKU (QS silicon) SKU,The AP will be disconnected after WiFi connected and idle for 5~8 minutes while CSR feature executing period in Intel BE211 SKU (QS silicon) SKU
181,,System Hang,System Hang,,cue,"System Hang, Connectivity",,,"WLAN show only 1 MLO link When change WIFI7 AP encryption mode from WPA2 to WPA3 (F/R:1/2units,1/10cycles)","WLAN show only 1 MLO link When change WIFI7 AP encryption mode from WPA2 to WPA3 (F/R:1/2units,1/10cycles)"
182,,Connectivity,BSOD,,cue,"BSOD, Killer, Power Consumption",,BSOD DRIVER_POWER_STATE_FAILURE (0x9F) during S4 stress on Arrow Lake-Hx with Killer 1750w Wi-Fi,"WIFI Tput drop when open ""Prime95"" tool",BSOD DRIVER_POWER_STATE_FAILURE (0x9F) during S4 stress on Arrow Lake-Hx with Killer 1750w Wi-Fi
183,,ICPS,ICPS,ICPS,override,ICPS,,,Usage Details misaligned in ICPS UI,Usage Details misaligned in ICPS UI
184,,BSOD,Connectivity,,cue,Connectivity,,STA cannot detect 6 GHz Wi-Fi APs in Indonesia with UHB enabled and MCC set to ID,BSOD 0xE6 referencing ibtpci.sys during cold boot on Panther Lake with BT 24.10.1.4,STA cannot detect 6 GHz Wi-Fi APs in Indonesia with UHB enabled and MCC set to ID
185,,ICPS,Connectivity,,cue,Connectivity,,The AP will be disconnected after WiFi connected and idle for 5~8 minutes while CSR feature executing period in Intel BE211 SKU (QS silicon) SKU,Edited Mouse name and Keyboard name does not retain in ICPS,The AP will be disconnected after WiFi connected and idle for 5~8 minutes while CSR feature executing period in Intel BE211 SKU (QS silicon) SKU
186,,ICPS,ICPS,ICPS,override,"Power Consumption, ICPS",,,Mobile battery percentage fails to display in ICPS UI,Mobile battery percentage fails to display in ICPS UI
187,,Killer,System Hang,,cue,"System Hang, Connectivity",,"WLAN show only 1 MLO link When change WIFI7 AP encryption mode from WPA2 to WPA3 (F/R:1/2units,1/10cycles)",AI Apps in Prioritization Still Display green Check Mark After Disabling from advanced settings,"WLAN show only 1 MLO link When change WIFI7 AP encryption mode from WPA2 to WPA3 (F/R:1/2units,1/10cycles)"
188,,Connectivity,Connectivity,,cue,Connectivity,,"WIFI Tput drop when open ""Prime95"" tool",wifi performance degrade with WW47 BKC wifi driver,"WIFI Tput drop when open ""Prime95"" tool"
189,,Connectivity,Needs-Triage,,fallback,,,,[Xiaomi][Huaqin][P52][PTL][AX211],[Xiaomi][Huaqin][P52][PTL][AX211]
190,,Connectivity,BSOD,,cue,"BSOD, Connectivity, OEM Tools",,BSOD 0xE6 referencing ibtpci.sys during cold boot on Panther Lake with BT 24.10.1.4,Wifi connection with some APs are unstable,BSOD 0xE6 referencing ibtpci.sys during cold boot on Panther Lake with BT 24.10.1.4
191,,Connectivity,ICPS,ICPS,override,"YB/Lost, ICPS",,Edited Mouse name and Keyboard name does not retain in ICPS,"Failed to connect BT mouse (Thinkpad fuji2.0).(F/R:2/2units,4/20cycles)",Edited Mouse name and Keyboard name does not retain in ICPS
192,,UEFI,ICPS,ICPS,override,"Power Consumption, ICPS",,Mobile battery percentage fails to display in ICPS UI,VLP is working at Mexico (mexico is not enabled at UATS),Mobile battery percentage fails to display in ICPS UI
193,,Connectivity,Needs-Triage,,fallback,,,AI Apps in Prioritization Still Display green Check Mark After Disabling from advanced settings,"GB6-16 Cannot scan 6GHz at Macau, Oman , Trinidad & Tobago",AI Apps in Prioritization Still Display green Check Mark After Disabling from advanced settings
194,,Connectivity,Needs-Triage,,fallback,,,,PC is unable to detect the 5G 802.11ax only mode signal.,PC is unable to detect the 5G 802.11ax only mode signal.
195,,Connectivity,Connectivity,,cue,Connectivity,,,Please help to privide ibtXXXCfaFeatureE driver.,Please help to privide ibtXXXCfaFeatureE driver.
196,,RF,RF,RF,override,"Connectivity, YB/Lost, RF",,,Unnecessary BT LE Sideband device and YB,Unnecessary BT LE Sideband device and YB
197,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,Bluetooth showed YB when stress FB,Bluetooth showed YB when stress FB
198,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,[xiaomi][huaqin][M56M57][MTL][25H2][AX203]S4BT YB[2/60 units1/9000 cycles],[xiaomi][huaqin][M56M57][MTL][25H2][AX203]S4BT YB[2/60 units1/9000 cycles]
199,,Connectivity,Needs-Triage,,fallback,,,,"The headphone volume button cannot adjust the computer volume via the Lenovo Wireless Stereo Headset.(FR:2/2 units,4/4times)","The headphone volume button cannot adjust the computer volume via the Lenovo Wireless Stereo Headset.(FR:2/2 units,4/4times)"
200,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,wifi disconnect when plugging ROG keyboard,wifi disconnect when plugging ROG keyboard
201,,OEM Tools,OEM Tools,OEM Tools,override,OEM Tools,,,"[HP][QTA][BNB][WCL][Gorgonzola]SIO2448157:ABBA and extend Monitor cant wake up when ""Quick Connect"" is set to ""Enable"" and unit approach to the dock within 3 meters([Abba_9X3V1AA]","[HP][QTA][BNB][WCL][Gorgonzola]SIO2448157:ABBA and extend Monitor cant wake up when ""Quick Connect"" is set to ""Enable"" and unit approach to the dock within 3 meters([Abba_9X3V1AA]"
202,,Connectivity,Connectivity,,cue,Connectivity,,,The function of BT (AX211) failure,The function of BT (AX211) failure
203,,Connectivity,Needs-Triage,,fallback,,,,Wi-Fi Direct Quick Share fails: Intel device does not complete P2P handshake with Qualcomm client,Wi-Fi Direct Quick Share fails: Intel device does not complete P2P handshake with Qualcomm client
204,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,BT YB with ac enter S4  and dc resume,BT YB with ac enter S4  and dc resume
205,,Connectivity,Connectivity,,cue,Connectivity,,,"Error Message:""Error reported by Windows in the System Event Log: ibtpci:1863"" occurred when run vCosmos_WinPVT v11.16.0 Hibernation Functional Test.","Error Message:""Error reported by Windows in the System Event Log: ibtpci:1863"" occurred when run vCosmos_WinPVT v11.16.0 Hibernation Functional Test."
206,,Connectivity,Connectivity,,cue,"Connectivity, Performance",,,bluetooth mouse lag when cpu high loading,bluetooth mouse lag when cpu high loading
207,,Power Consumption,Power Consumption,,cue,"Power Consumption, Connectivity, Performance",,,"The video will lag when connect BT headphone and then play video -> turn off/on BT or power off/on headphone.(FR:1/2 units,2/4times)","The video will lag when connect BT headphone and then play video -> turn off/on BT or power off/on headphone.(FR:1/2 units,2/4times)"
208,,YB/Lost,YB/Lost,YB/Lost,override,YB/Lost,,,Event log show 5002 error when running Stress CB.(F/R:1/10units),Event log show 5002 error when running Stress CB.(F/R:1/10units)
209,,Connectivity,Needs-Triage,,fallback,,,,The TIS is abnormal when the OTA test is in Channel 149-165,The TIS is abnormal when the OTA test is in Channel 149-165
210,,YB/Lost,Needs-Triage,,fallback,,,Wi-Fi Direct Quick Share fails: Intel device does not complete P2P handshake with Qualcomm client,WIFI 5002 with PA daily test,Wi-Fi Direct Quick Share fails: Intel device does not complete P2P handshake with Qualcomm client
211,,Connectivity,Connectivity,,cue,Connectivity,,,DHCP failure and APIPA address after roaming between Cisco APs in Flex-connect mode (Wi-Fi),DHCP failure and APIPA address after roaming between Cisco APs in Flex-connect mode (Wi-Fi)
