issue_key,ips_case_number,jira_title,created_date,bug_project,bug_category_custom,technology,technology_key,ips_title,predicted_category,confidence,reasoning,raw_response
993963,993963,,2025-12-31,BT,,Bluetooth,bt,Sometimes one of the earbuds (Device #1 or Device #2) disconnects randomly during a PAS session.,Connectivity,1.0,Rule-based match via cues (score 1),rule
993951,993951,,2025-12-31,BT,,Bluetooth,bt,Music playback will stop automatically during  PAS session.,YB/Lost,1.0,Rule-based match via cues (score 1),rule
993938,993938,,2025-12-31,WIFI,,WiFi,wifi,BT driver v23.140.0.5 show YB in the factory (WiFi Assert 0x2010121e),YB/Lost,1.0,Hard override matched phrase 'assert',rule
993900,993900,,2025-12-30,BT,,Bluetooth,bt,"There is a lag(about 20s) in the sound switching when connecting the one BT headset and then connecting other one,(FR: 2/2 units,6/6 trials)",Connectivity,1.0,Rule-based match via cues (score 1),rule
993892,993892,,2025-12-30,BT,,Bluetooth,bt,"The SW Drips is 0 and HW drips no value(Intel(R) Dual Bluetooth(R) PCI Enumerator(\_SB.PC00.BTPC)) after entering MS more than 10mins.(FR:1/2units,2/10cycles)",Connectivity,1.0,Rule-based match via cues (score 2),rule
WIFI-816184,993880,Black screen and BSOD 0x9F after resume from S4/MS with Intel Wi-Fi driver 23.150/23.170,2025-12-30,WIFI,,WiFi,wifi,Black screen and BSOD 0x9F after resume from S4/MS with Intel Wi-Fi driver 23.150/23.170,BSOD,1.0,Rule-based match via cues (score 2),rule
993838,993838,,2025-12-30,WIFI,,WiFi,wifi,"System show error and cannot recover PC after download OS/driver finished from Cloud. (F/R:2/2u,4/4c)",System Hang,0.8,"Title contains 'System show error' and 'cannot recover PC', which are indicative of a system hang.","{
  ""category"": ""System Hang"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'System show error' and 'cannot recover PC', which are indicative of a system hang.""
}"
993800,993800,,2025-12-30,WOT,,Tools,tools,Bolan PTL BE211 SNR ANT A fail in WBT GNNR,OEM Tools,1.0,Hard override matched phrase 'gnnr',rule
WIFI-816856,993799,"Assert happened , GO Beacon miss occurred",2025-12-30,WIFI,,WiFi,wifi,"Assert happened , GO Beacon miss occurred",YB/Lost,1.0,Hard override matched phrase 'assert',rule
993761,993761,,2025-12-29,WIFI,,WiFi,wifi,CNV_BRI_DT signal is abnormal,Needs-Triage,0.0,No matching cues found in title 'CNV_BRI_DT signal is abnormal',"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title 'CNV_BRI_DT signal is abnormal'""
}"
BT-423057,993734,HP ABBA dock and monitor fail to wake when Quick Connect enabled and unit approaches within 3 meters,2025-12-29,BT,,Bluetooth,bt,HP ABBA dock and monitor fail to wake when Quick Connect enabled and unit approaches within 3 meters,Connectivity,0.8,"Title contains 'connect' and 'fail to wake', which are common cues for connectivity issues.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'connect' and 'fail to wake', which are common cues for connectivity issues.""
}"
993732,993732,,2025-12-29,CIE,,ICPS/Killer,software,The Wi-Fi Credential Prompter of IdeaPad build is dark mode by default,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
WOT-68790,993713,6G Tx power question on DRTU,2025-12-29,WOT,,Tools,tools,6G Tx power question on DRTU,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WIFI-812019,993675,The TIS is abnormal when the OTA test is in Channel 149-165,2025-12-29,WIFI,,WiFi,wifi,The TIS is abnormal when the OTA test is in Channel 149-165,Connectivity,0.8,"Title contains 'Channel' and '149-165', which are indicative of WiFi channel issues, thus matching the Connectivity category.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'Channel' and '149-165', which are indicative of WiFi channel issues, thus matching the Connectivity category.""
}"
WIFI-811847,993663,0x9F BSOD during WinPVT11.16.0 S4 hibernation stress test on Wildcat Lake Wi-Fi,2025-12-29,WIFI,,WiFi,wifi,0x9F BSOD during WinPVT11.16.0 S4 hibernation stress test on Wildcat Lake Wi-Fi,BSOD,1.0,Rule-based match via cues (score 2),rule
BT-425818,993659,BT Headset Fails to Auto-Reconnect After S4 Resume: No HCI_Connection_Complete Event (3/32),2025-12-29,BT,,Bluetooth,bt,BT Headset Fails to Auto-Reconnect After S4 Resume: No HCI_Connection_Complete Event (3/32),Connectivity,1.0,Rule-based match via cues (score 1),rule
993628,993628,,2025-12-27,WIFI,,WiFi,wifi,WIFI YB when running Heaven benchmark test and PTAT Tool -- Factory test.,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-428485,993614,"Noise and no sound after 1-2 hours of Bluetooth audio on Venus4-14 (Classic BT, Meteor Lake, AX211), 20%+ fail rate.",2025-12-26,BT,,Bluetooth,bt,"Noise and no sound after 1-2 hours of Bluetooth audio on Venus4-14 (Classic BT, Meteor Lake, AX211), 20%+ fail rate.",Connectivity,1.0,Rule-based match via cues (score 2),rule
993583,993583,,2025-12-26,WIFI,,WiFi,wifi,System can scan full 6GHz band at Mongolia MCC,Connectivity,0.8,"Title contains 'scan' and 'band', which are common cues for connectivity issues, especially in the context of WiFi.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'scan' and 'band', which are common cues for connectivity issues, especially in the context of WiFi.""
}"
993580,993580,,2025-12-26,WIFI,,WiFi,wifi,System will encounter BSOD 0x9f when rebooting.,BSOD,1.0,Rule-based match via cues (score 2),rule
993476,993476,,2025-12-25,WIFI,,WiFi,wifi,The streaming rates of STA and SoftAP are lower than competing products in Wi-Fi coexistence,Performance,0.8,"Title contains 'lower' and 'rates', which are indicative of performance issues.","{
  ""category"": ""Performance"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'lower' and 'rates', which are indicative of performance issues.""
}"
993464,993464,,2025-12-25,CIE,,ICPS/Killer,software,ICPS adds power ~900mw in Teams 3*3 test scenario in Kailash,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
BT-431459,993454,Eiger2 BE201-LNL have YB because can not get OTP of Bluetooth,2025-12-25,BT,,Bluetooth,bt,Eiger2 BE201-LNL have YB because can not get OTP of Bluetooth,YB/Lost,1.0,Rule-based match via cues (score 1),rule
993440,993440,,2025-12-25,BT,,Bluetooth,bt,The BT switch show gray and BT function disappear,Connectivity,1.0,Rule-based match via cues (score 1),rule
993439,993439,,2025-12-25,WOT,,Tools,tools,CITU Fail of BM23xmk2 DVT2(Review passed PCB),OEM Tools,1.0,Hard override matched phrase 'citu',rule
993410,993410,,2025-12-24,WIFI,,WiFi,wifi,"WLAN always auto reset after connect monitor with HDMI cable, FR: 2/2Units, 5/5Cycles",Connectivity,1.0,Rule-based match via cues (score 1),rule
993404,993404,,2025-12-24,BT,,Bluetooth,bt,Failed to activate BT LE function test,Connectivity,1.0,Rule-based match via cues (score 1),rule
WIFI-816858,993390,BE201 WLAN/BT disappear and reappear during S0 idle screen on,2025-12-24,WIFI,,WiFi,wifi,BE201 WLAN/BT disappear and reappear during S0 idle screen on,Connectivity,1.0,Rule-based match via cues (score 2),rule
993348,993348,,2025-12-24,BT,,Bluetooth,bt,It is unable to reconnect a single earbud during a PAS session.,Connectivity,0.8,"Title contains 'reconnect' and 'earbud', which are indicative of connectivity issues, especially in the context of Bluetooth.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'reconnect' and 'earbud', which are indicative of connectivity issues, especially in the context of Bluetooth.""
}"
993313,993313,,2025-12-24,BT,,Bluetooth,bt,"After starting a new PAS session, the sound from Device 2 is quieter than tha",Connectivity,0.8,"Title contains 'Device 2' and 'quieter than', which suggests a connectivity issue, likely related to Bluetooth.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'Device 2' and 'quieter than', which suggests a connectivity issue, likely related to Bluetooth.""
}"
993309,993309,,2025-12-24,BT,,Bluetooth,bt,The sound from Device #2 was much lower than that from Device #1 during Teams call,Connectivity,0.8,"Title contains 'Device #2' and 'lower than', indicating a connectivity issue between devices","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'Device #2' and 'lower than', indicating a connectivity issue between devices""
}"
993292,993292,,2025-12-24,WIFI,,WiFi,wifi,(Copy Of 00993290) Abnormal operation when measuring 802.11n Tx power,Power Consumption,1.0,Rule-based match via cues (score 1),rule
CIE-10034,993132,WLAN did not connect to previous AP after WIFI Radio off/on if checked switch to better WIFI  option on ICPS. (FR:2/2units; 4/8cycles),2025-12-24,CIE,,ICPS/Killer,software,WLAN did not connect to previous AP after WIFI Radio off/on if checked switch to better WIFI  option on ICPS. (FR:2/2units; 4/8cycles),ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
BT-423035,993110,"BSOD 0x6E during factory build and reboot stress, dump points to Intel Bluetooth driver (ibtpci.sys)",2025-12-24,BT,,Bluetooth,bt,"BSOD 0x6E during factory build and reboot stress, dump points to Intel Bluetooth driver (ibtpci.sys)",BSOD,1.0,Rule-based match via cues (score 2),rule
BT-423008,993055,Bluetooth connection interrupted during Nearby Sharing file transfer on Panther Lake (BE213),2025-12-23,BT,,Bluetooth,bt,Bluetooth connection interrupted during Nearby Sharing file transfer on Panther Lake (BE213),Connectivity,1.0,Rule-based match via cues (score 1),rule
992864,992864,,2025-12-23,BT,,Bluetooth,bt,It takes more that 10 seconds for connecting R bud while only L bud was connected to the PC,Connectivity,0.9,"Title contains 'connect' and 'disconnect' related cues, indicating a connectivity issue","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.9,
  ""reasoning"": ""Title contains 'connect' and 'disconnect' related cues, indicating a connectivity issue""
}"
992814,992814,,2025-12-23,WIFI,,WiFi,wifi,The wifi disconnect and cant reconnect  until turn off/on wifi switch,Connectivity,1.0,Rule-based match via cues (score 2),rule
992809,992809,,2025-12-23,WOT,,Tools,tools,"DRTU show pop-up ""Visual C++ Runtime library assertion failed""",YB/Lost,1.0,Hard override matched phrase 'assert',rule
992803,992803,,2025-12-23,BT,,Bluetooth,bt,bluetooth headset no sound after resume from S4,Connectivity,1.0,Rule-based match via cues (score 1),rule
992774,992774,,2025-12-23,BT,,Bluetooth,bt,There is a 15-20 secon,Connectivity,0.8,Title contains 'disconnect' and 'second',"{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'disconnect' and 'second'""
}"
992758,992758,,2025-12-23,WIFI,,WiFi,wifi,"System lag repeatly, capture the event log found that network timeout nearby the lag time point.(F/R: 4/4units, 25/50cycles)",Performance,1.0,Rule-based match via cues (score 1),rule
992754,992754,,2025-12-23,WIFI,,WiFi,wifi,P2P pairing - GO finding failure.,Connectivity,1.0,Rule-based match via cues (score 2),rule
992703,992703,,2025-12-22,WIFI,,WiFi,wifi,"Error Message:""PCI configuration change detected"" occurred when run vCosmos_WinPVT v11.16.0 Hibernation Functional Test.",System Hang,1.0,Rule-based match via cues (score 1),rule
992659,992659,,2025-12-22,WIFI,,WiFi,wifi,EAP authentication fails and disconnection from AP,Connectivity,1.0,Rule-based match via cues (score 1),rule
992637,992637,,2025-12-22,WIFI,,WiFi,wifi,The wifi device show yellow bang,YB/Lost,1.0,Rule-based match via cues (score 1),rule
992588,992588,,2025-12-22,WIFI,,WiFi,wifi,Single unit fails to activate WiFi-Sensing func,Connectivity,1.0,Rule-based match via cues (score 1),rule
992567,992567,,2025-12-22,CIE,,ICPS/Killer,software,"[NEC][LCFC][Citron3_VP][25H2][ICPS] ID0(Child process [9344 - IDBWM.exe] finished with 1073740791) and ID7034(Intel Dynamic Bandwidth Management Service) and ID1000(IDBWM.exe) shows up while running FSU long run test.[FR: 8/356,2.25%][1/1 Units]",ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
992553,992553,,2025-12-22,NA,,NA,na,The BE211s Wi-Fi and Bluetooth functions are not working on Ubuntu 24.04.3 LTS,Connectivity,1.0,Rule-based match via cues (score 1),rule
WIFI-810631,992546,BSOD DRIVER_POWER_STATE_FAILURE (0x9F) during S4 stress on Arrow Lake-Hx with Killer 1750w Wi-Fi,2025-12-22,WIFI,,WiFi,wifi,BSOD DRIVER_POWER_STATE_FAILURE (0x9F) during S4 stress on Arrow Lake-Hx with Killer 1750w Wi-Fi,BSOD,1.0,Rule-based match via cues (score 2),rule
992541,992541,,2025-12-22,WIFI,,WiFi,wifi,The result show fail when running Stress-WiFi Ping (MS/Reboot/S4) test.,Connectivity,1.0,Rule-based match via cues (score 1),rule
WIFI-808610,992536,STA cannot detect 6 GHz Wi-Fi APs in Indonesia with UHB enabled and MCC set to ID,2025-12-22,WIFI,,WiFi,wifi,STA cannot detect 6 GHz Wi-Fi APs in Indonesia with UHB enabled and MCC set to ID,Connectivity,1.0,Rule-based match via cues (score 1),rule
WIFI-807648,992531,The AP will be disconnected after WiFi connected and idle for 5~8 minutes while CSR feature executing period in Intel BE211 SKU (QS silicon) SKU,2025-12-22,WIFI,,WiFi,wifi,The AP will be disconnected after WiFi connected and idle for 5~8 minutes while CSR feature executing period in Intel BE211 SKU (QS silicon) SKU,Connectivity,1.0,Rule-based match via cues (score 2),rule
992519,992519,,2025-12-22,WIFI,,WiFi,wifi,(Copy Of 00965122) Intel WPFC and WCPE feature request,Needs-Triage,0.0,No matching cues found in the title,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in the title""
}"
WIFI-807667,992507,"WLAN show only 1 MLO link When change WIFI7 AP encryption mode from WPA2 to WPA3 (F/R:1/2units,1/10cycles)",2025-12-22,WIFI,,WiFi,wifi,"WLAN show only 1 MLO link When change WIFI7 AP encryption mode from WPA2 to WPA3 (F/R:1/2units,1/10cycles)",System Hang,1.0,Rule-based match via cues (score 1),rule
WIFI-807032,992498,"WIFI Tput drop when open ""Prime95"" tool",2025-12-21,WIFI,,WiFi,wifi,"WIFI Tput drop when open ""Prime95"" tool",Connectivity,1.0,Rule-based match via cues (score 2),rule
992431,992431,,2025-12-19,CIE,,ICPS/Killer,software,Usage Details misaligned in ICPS UI,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
BT-420913,992426,BSOD 0xE6 referencing ibtpci.sys during cold boot on Panther Lake with BT 24.10.1.4,2025-12-19,BT,,Bluetooth,bt,BSOD 0xE6 referencing ibtpci.sys during cold boot on Panther Lake with BT 24.10.1.4,BSOD,1.0,Rule-based match via cues (score 2),rule
CIE-10022,992424,Edited Mouse name and Keyboard name does not retain in ICPS,2025-12-19,CIE,,ICPS/Killer,software,Edited Mouse name and Keyboard name does not retain in ICPS,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-10018,992414,Mobile battery percentage fails to display in ICPS UI,2025-12-19,CIE,,ICPS/Killer,software,Mobile battery percentage fails to display in ICPS UI,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-10016,992408,AI Apps in Prioritization Still Display green Check Mark After Disabling from advanced settings,2025-12-19,CIE,,ICPS/Killer,software,AI Apps in Prioritization Still Display green Check Mark After Disabling from advanced settings,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
992391,992391,,2025-12-19,WIFI,,WiFi,wifi,wifi performance degrade with WW47 BKC wifi driver,Connectivity,1.0,Rule-based match via cues (score 1),rule
992379,992379,,2025-12-19,WIFI,,WiFi,wifi,[Xiaomi][Huaqin][P52][PTL][AX211],Connectivity,0.8,Title contains [WLAN] related keywords AX211 which is a WiFi card,"{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains [WLAN] related keywords AX211 which is a WiFi card""
}"
992362,992362,,2025-12-19,WIFI,,WiFi,wifi,Wifi connection with some APs are unstable,Connectivity,1.0,Rule-based match via cues (score 1),rule
992331,992331,,2025-12-18,BT,,Bluetooth,bt,"Failed to connect BT mouse (Thinkpad fuji2.0).(F/R:2/2units,4/20cycles)",Connectivity,1.0,Rule-based match via cues (score 1),rule
992310,992310,,2025-12-18,WIFI,,WiFi,wifi,VLP is working at Mexico (mexico is not enabled at UATS),UEFI,1.0,Rule-based match via cues (score 2),rule
992300,992300,,2025-12-18,WIFI,,WiFi,wifi,"GB6-16 Cannot scan 6GHz at Macau, Oman , Trinidad & Tobago",Connectivity,0.8,"Title contains 'Cannot scan' and '6GHz', which are indicative of connectivity issues.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'Cannot scan' and '6GHz', which are indicative of connectivity issues.""
}"
992245,992245,,2025-12-18,WIFI,,WiFi,wifi,PC is unable to detect the 5G 802.11ax only mode signal.,Connectivity,0.8,"Title contains 'detect' and 'signal', which are common cues for connectivity issues.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'detect' and 'signal', which are common cues for connectivity issues.""
}"
