jira_id,ips_title,jira_component,human_category,label_source,pseudo_confidence,sample_weight,feature_text
WIFI-750602,[Lenovo][Kailash][PTL/BE211][25H2]wifi cannot search & connect specific AP,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Lenovo][Kailash][PTL/BE211][25H2]wifi cannot search & connect specific AP
WIFI-750665,[Honor][FermatB][ARL][AX201][High probability]WiFi 5002 assert and abnormal disc,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Honor][FermatB][ARL][AX201][High probability]WiFi 5002 assert and abnormal disc
WIFI-755302,[Samsung][LNL][BE201][P250910-03659] P2P Pairing Failure After Provisioning,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Samsung][LNL][BE201][P250910-03659] P2P Pairing Failure After Provisioning
WIFI-772660,[Samsung][PTL][BE211][P251002-02293] The system can find the 6GHz mobile hotspot even when the systems MCC is set to an unavailable country.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Samsung][PTL][BE211][P251002-02293] The system can find the 6GHz mobile hotspot even when the systems MCC is set to an unavailable country.
WIFI-776963,[Samsung][PTL][BE211][Venus6-16][P251028-08827] Drop WiFi Connection.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Samsung][PTL][BE211][Venus6-16][P251028-08827] Drop WiFi Connection.
WIFI-778110,[Lenovo][Huaqin][PTL][BE213][S511_14_16]BT YB due to wifi assert 0x4444,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Lenovo][Huaqin][PTL][BE213][S511_14_16]BT YB due to wifi assert 0x4444
WIFI-812019,[Honor][Luxshare][ZhuqueC&XuanwuC][WiFi][AX211]The TIS is abnormal when the OTA test is in Channel 149-165,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Honor][Luxshare][ZhuqueC&XuanwuC][WiFi][AX211]The TIS is abnormal when the OTA test is in Channel 149-165
WIFI-817651,[Honor][LUX][NvwaB][WiFi][AX211][25H2]The wifi device YB error code 10 after resume from S4(FR:1/units),FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Honor][LUX][NvwaB][WiFi][AX211][25H2]The wifi device YB error code 10 after resume from S4(FR:1/units)
WIFI-822842,[Honor][LUX][NvwaB][RPL][AX211][WiFi]The wifi disconnect and cant research the wifi,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Honor][LUX][NvwaB][RPL][AX211][WiFi]The wifi disconnect and cant research the wifi
WIFI-828629,[VAIO][PTL][BE211][TPT][sensing enable][low reproduce rate] WiFi throughput is slow when runnning on battery power with WiFi Sensing Enabled,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [VAIO][PTL][BE211][TPT][sensing enable][low reproduce rate] WiFi throughput is slow when runnning on battery power with WiFi Sensing Enabled
WIFI-830753,[Honor][LUX][NvwaC][ARL-HX][AX211]The wifi cant get internet,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Honor][LUX][NvwaC][ARL-HX][AX211]The wifi cant get internet
WIFI-831588,[Dell][Wistron][Blade16 PTL] BE211 / BE213 lost one seconds during normal use in OS,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Dell][Wistron][Blade16 PTL] BE211 / BE213 lost one seconds during normal use in OS
WIFI-858002,[Samsung][PTL][BE211]Wi-Fi Performance Degradation on 6GHz Band during USB Device Connection,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Samsung][PTL][BE211]Wi-Fi Performance Degradation on 6GHz Band during USB Device Connection
WIFI-863552,[Dell_Compal]Intel Wi-Fi BE201 wireless performance is too low on Bolan LNL 14(PA14250),FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Dell_Compal]Intel Wi-Fi BE201 wireless performance is too low on Bolan LNL 14(PA14250)
WIFI-879521,[DELL][PTL][WHP]Yukon 13 2in1 (P208G)_Sensor Power is greater than SAR settings,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [DELL][PTL][WHP]Yukon 13 2in1 (P208G)_Sensor Power is greater than SAR settings
WIFI-881306,[Dynabook][PTL]DRTU Wifi/sinewave cant keep transmitting(BE211),FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Dynabook][PTL]DRTU Wifi/sinewave cant keep transmitting(BE211)
WIFI-885455,[lenovo_ptl_paris] BSOD 9F (Netwaw18_IMAGE_pci.sys) occurred in MFG,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [lenovo_ptl_paris] BSOD 9F (Netwaw18_IMAGE_pci.sys) occurred in MFG
WIFI-887892,"[Lenovo][Huaqin][PTL][BE213][S511_14_16]5002 event occur during warmboot test. Total BE213 SKU FR1/5UUTs,90/1500cycles,Fail unit FR:90/300cycles",FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=FW->PHY] [Lenovo][Huaqin][PTL][BE213][S511_14_16]5002 event occur during warmboot test. Total BE213 SKU FR1/5UUTs,90/1500cycles,Fail unit FR:90/300cycles"
WIFI-231457,"[MSFT][Z95] WiFi Spectrum Mask, EVM and Power tolerance questions",System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=System->PHY] [MSFT][Z95] WiFi Spectrum Mask, EVM and Power tolerance questions"
WIFI-247381,[MSFT Quanta][Z96_YuShan] Conducted TX spectrum flatness fail IEEE specification,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [MSFT Quanta][Z96_YuShan] Conducted TX spectrum flatness fail IEEE specification
WIFI-247382,[MSFT Quanta][YiLan_V81B] Conducted TX spectrum Mask fail IEEE specification,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [MSFT Quanta][YiLan_V81B] Conducted TX spectrum Mask fail IEEE specification
WIFI-258690,[Lenovo-IdeaPad] [WT][D580][RPL-P][AX211][22H1][100%] WiFi conductive throughput can not meet Lenovo criteria at BW160MHz and 6e band.,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Lenovo-IdeaPad] [WT][D580][RPL-P][AX211][22H1][100%] WiFi conductive throughput can not meet Lenovo criteria at BW160MHz and 6e band.
WIFI-266055,[ADL-N][HrP1][22.180]AX101 T-put drop issue,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [ADL-N][HrP1][22.180]AX101 T-put drop issue
WIFI-279228,[MSFT][Birch Bay] ?Tx Spectrum Mask? failure issue for AX211 second foundry,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [MSFT][Birch Bay] ?Tx Spectrum Mask? failure issue for AX211 second foundry
WIFI-312539,[NEXUS MLK] The noise in BE200 AUX connector,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [NEXUS MLK] The noise in BE200 AUX connector
WIFI-314662,[DELL] AX211 cant connect with 5GHz ch144 in India,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [DELL] AX211 cant connect with 5GHz ch144 in India
WIFI-318975,[MTL][BE200] GaP2 TX tput unstable or disconnection during tput test.,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [MTL][BE200] GaP2 TX tput unstable or disconnection during tput test.
WIFI-325395,[MSFT][Malwa/Azalia] TX_MIMO_160MHz_CH175 MCS0 & MCS6 Spectral Flatness Fail,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [MSFT][Malwa/Azalia] TX_MIMO_160MHz_CH175 MCS0 & MCS6 Spectral Flatness Fail
WIFI-340092,[Samsung][Venus4-14MTL][GfP2] 802.11ax 6E _RU_26T_HE160_SISO_B Test Fail,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Samsung][Venus4-14MTL][GfP2] 802.11ax 6E _RU_26T_HE160_SISO_B Test Fail
WIFI-348106,[MSFT][Huntington Beach] Tx Spectrum Mask failure issue for AX211,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [MSFT][Huntington Beach] Tx Spectrum Mask failure issue for AX211
WIFI-348108,[MSFT][Malwa/Azalia] MCC in US 6G band ax mode PRU 26/52/106 tone MIMO B target power are unbalanced,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [MSFT][Malwa/Azalia] MCC in US 6G band ax mode PRU 26/52/106 tone MIMO B target power are unbalanced
WIFI-364767,[ASUS][PEGA][MTL][BE200][B3404/3604/5404/5604CMA]WIFI7 TCP TX throughput degrade on some channels,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [ASUS][PEGA][MTL][BE200][B3404/3604/5404/5604CMA]WIFI7 TCP TX throughput degrade on some channels
WIFI-374628,[Samsung][RPL] System can not find 6Ghz mobile hotspot from mobile hotspot.,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Samsung][RPL] System can not find 6Ghz mobile hotspot from mobile hotspot.
WIFI-382310,[Lenovo_IdeaPad_CSLP][QuZhou 6D][LCFC][SS][S590-MTL][Windows11]WLAN shwo YB when  connecting AP,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Lenovo_IdeaPad_CSLP][QuZhou 6D][LCFC][SS][S590-MTL][Windows11]WLAN shwo YB when  connecting AP
WIFI-393149,[Dell_Compal_MayabayMTL]MYB MLK Stress MS/WB_Device Lost_Intel Wi-Fi 7 BE200,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Dell_Compal_MayabayMTL]MYB MLK Stress MS/WB_Device Lost_Intel Wi-Fi 7 BE200
WIFI-406606,[HUAWEI][HUAQIN][MorganG][Intel MTL][Intel AX 211][WiFi][Win11]It occured WiFi driver YB after wake up from hibernate.,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [HUAWEI][HUAQIN][MorganG][Intel MTL][Intel AX 211][WiFi][Win11]It occured WiFi driver YB after wake up from hibernate.
WIFI-582875,[Honor][FermatB][ARL][AX201][Low probability]WiFi driver assert,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Honor][FermatB][ARL][AX201][Low probability]WiFi driver assert
WIFI-616387,[Samsung][LNL][[BE201][Venus5-16] WLAN device shows YB after resuming from S4/MS - FW assert 0x13ce,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Samsung][LNL][[BE201][Venus5-16] WLAN device shows YB after resuming from S4/MS - FW assert 0x13ce
WIFI-643433,"[Samsung][LNL][BE201] The driver is recognized normally, but if you scan, the AP",System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=System->PHY] [Samsung][LNL][BE201] The driver is recognized normally, but if you scan, the AP"
WIFI-696267,"[Dell][Bolan][LNL]Intel(R) Wi-Fi7 BE201 320MHz show Yellow Bang, error code 10",System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=System->PHY] [Dell][Bolan][LNL]Intel(R) Wi-Fi7 BE201 320MHz show Yellow Bang, error code 10"
WIFI-701563,[Lenovo-IdeaPad][PTL][Kailash][win11][EVT][FmP][S790_15_LNL_SS_HF]11ax 6G conductive Tput failed Lenovo spec.,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Lenovo-IdeaPad][PTL][Kailash][win11][EVT][FmP][S790_15_LNL_SS_HF]11ax 6G conductive Tput failed Lenovo spec.
WIFI-705554,[Lenovo][Poseidon][PTL ES][BE211][Win11] Conductive tput 5G 11ax ch157 Tx fail,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Lenovo][Poseidon][PTL ES][BE211][Win11] Conductive tput 5G 11ax ch157 Tx fail
WIFI-745395,[Samsung][PTL][WhP2 ES2] 6GHz 229ch Tx power,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Samsung][PTL][WhP2 ES2] 6GHz 229ch Tx power
WIFI-753874,[Dell_Compal][RNG][PTL][WhP2]BE211 BT YB issue is suspected to be caused by Wi-Fi assertion.,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Dell_Compal][RNG][PTL][WhP2]BE211 BT YB issue is suspected to be caused by Wi-Fi assertion.
WIFI-755323,[DELL][Wistron][PTL][WhP] DRTU not work with 23.165 assert 0x121e,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [DELL][Wistron][PTL][WhP] DRTU not work with 23.165 assert 0x121e
WIFI-773167,[Dell][Pista ARL]BT driver v23.140.0.5 show YB in the factory (WiFi Assert 0x2010121e),System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Dell][Pista ARL]BT driver v23.140.0.5 show YB in the factory (WiFi Assert 0x2010121e)
WIFI-781121,DRTU setting for U-NII 6 power  problem,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] DRTU setting for U-NII 6 power  problem
WIFI-781521,[Samsung][GB6-16 Pro][PTL+ WhP2][FCC/ISED] VLP/SP mode Tx power setting issue by DRTU,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Samsung][GB6-16 Pro][PTL+ WhP2][FCC/ISED] VLP/SP mode Tx power setting issue by DRTU
WIFI-785530,[Honor][ZhuqueC&Xuanwu][PTL][AX211][DVT][24H2][WiFi]UK&Qatar with DRTU testing 5G channel 144 missing.,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Honor][ZhuqueC&Xuanwu][PTL][AX211][DVT][24H2][WiFi]UK&Qatar with DRTU testing 5G channel 144 missing.
WIFI-787331,[Honor][LuxsharePC][ZhuqueC][DVT][25H2]PC query via DRTU indicates that Georgia and Oman do not support 6G.,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Honor][LuxsharePC][ZhuqueC][DVT][25H2]PC query via DRTU indicates that Georgia and Oman do not support 6G.
WIFI-794048,[LG][17Z90UR][PTL/BE211/Win11 25H2] Event ID 5002 occurs while disconnecting AP,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [LG][17Z90UR][PTL/BE211/Win11 25H2] Event ID 5002 occurs while disconnecting AP
WIFI-795918,[Lenovo][Kailash][PTL/BE211@1216/320Mhz][25H2]wifi showed 5002/500528afwhen doing MS test,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Lenovo][Kailash][PTL/BE211@1216/320Mhz][25H2]wifi showed 5002/500528afwhen doing MS test
WIFI-795954,[Lenovo-Ideapad][YOGA9P 16][PTL/BE211@1216/320Mhz][25H2] WIFI 5002 with stress MS test,System->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=System->PHY] [Lenovo-Ideapad][YOGA9P 16][PTL/BE211@1216/320Mhz][25H2] WIFI 5002 with stress MS test
WIFI-103850,[ASUS in house]UEFI[AX201] UEFI Wi-Fi authentication issue,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [ASUS in house]UEFI[AX201] UEFI Wi-Fi authentication issue
WIFI-219771,"[HP/SIO2092263/UEFI/TGL/HRP2,JFP2/Rabon] BSOD 'DRIVER VERIFIER DMA VIOLATION' occurs after add Wifi network on F3 then boot to OS.",UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=UEFIDriver] [HP/SIO2092263/UEFI/TGL/HRP2,JFP2/Rabon] BSOD 'DRIVER VERIFIER DMA VIOLATION' occurs after add Wifi network on F3 then boot to OS."
WIFI-230034,[Dell] Using 2.2.15 release & observe scan hang,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [Dell] Using 2.2.15 release & observe scan hang
WIFI-231421,[Huaqin][ASUS][B5302][Intel ADL-P][Win11 21H2][AX201/AX211] UEFI-Release-221522232 function Scan error.,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [Huaqin][ASUS][B5302][Intel ADL-P][Win11 21H2][AX201/AX211] UEFI-Release-221522232 function Scan error.
WIFI-237506,[Huaqin][ASUS][B5302][Intel ADL-P][Win11 21H2][AX201/AX211] System hang on ASUS logo by BitLocker Network unlock function with UEFI-Release-221522272.,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [Huaqin][ASUS][B5302][Intel ADL-P][Win11 21H2][AX201/AX211] System hang on ASUS logo by BitLocker Network unlock function with UEFI-Release-221522272.
WIFI-268398,[Dell]Intel 9260 (ThP2) WLAN module support on CometLake(CML) platform,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [Dell]Intel 9260 (ThP2) WLAN module support on CometLake(CML) platform
WIFI-308133,[MTL] No AP scanned when using BIOS with 3.2.22 UEFI FW intermittently,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [MTL] No AP scanned when using BIOS with 3.2.22 UEFI FW intermittently
WIFI-330101,[Dell][Odin][AX411] 6G SSID connection is not working using 3.2.24.23313  on MTL platforms,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [Dell][Odin][AX411] 6G SSID connection is not working using 3.2.24.23313  on MTL platforms
WIFI-337859,[Dell] [Tributo_MTL] Either WiFi or BLE functionality is working on Tributo MTL platform but not both,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [Dell] [Tributo_MTL] Either WiFi or BLE functionality is working on Tributo MTL platform but not both
WIFI-346830,[Lenovo_Thinkpad][Wistron][Blanc/Cook][Meteor][BE200][100%] BE200 UEFI WIFI boot function  can not enable,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [Lenovo_Thinkpad][Wistron][Blanc/Cook][Meteor][BE200][100%] BE200 UEFI WIFI boot function  can not enable
WIFI-361696,[HP/Win11/MTL/GfP2][Inventec][Baymax][PV] WLAN device AX211 show YB after EFI to OS in RUNIN process,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [HP/Win11/MTL/GfP2][Inventec][Baymax][PV] WLAN device AX211 show YB after EFI to OS in RUNIN process
WIFI-371044,"[HP][Foxconn][RPL-S Refresh][GfP2-AX211&GaP2-BE200][Win11 22H2_22621]Cant connected to the WiFi using EAP-TLS or PEAP protocol, and can connected to the WiFi using TTLS protocol but cant unlock BitLocker.",UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=UEFIDriver] [HP][Foxconn][RPL-S Refresh][GfP2-AX211&GaP2-BE200][Win11 22H2_22621]Cant connected to the WiFi using EAP-TLS or PEAP protocol, and can connected to the WiFi using TTLS protocol but cant unlock BitLocker."
WIFI-373349,[Lenovo_Thinkpad_China][Wistron][Blanc/Cook][Meteor][BE200][FR:100%]BE200 disconnect from AP under UEFI environment.,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [Lenovo_Thinkpad_China][Wistron][Blanc/Cook][Meteor][BE200][FR:100%]BE200 disconnect from AP under UEFI environment.
WIFI-426797,[HP][Quanta]-[Regis][LNL-MX][EVQS][Win11 24H2] Cannot find wireless AP in HP PC Hardware Diagnostics UEFI (F2). (Intel FmP2),UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [HP][Quanta]-[Regis][LNL-MX][EVQS][Win11 24H2] Cannot find wireless AP in HP PC Hardware Diagnostics UEFI (F2). (Intel FmP2)
WIFI-510387,[Lenovo_arlh_Blanc2][ARL-H][FmP2]no AP in the scan list under Wi-Fi UEFI mode,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [Lenovo_arlh_Blanc2][ARL-H][FmP2]no AP in the scan list under Wi-Fi UEFI mode
WIFI-517107,[ASUS][Quanta][ARL][AX101][X1407CA] AX101 no show in BIOS UEFI,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [ASUS][Quanta][ARL][AX101][X1407CA] AX101 no show in BIOS UEFI
WIFI-645065,UEFI Throughput Enhancement,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] UEFI Throughput Enhancement
WIFI-645737,[lenovo_arlh_matterhorn2] The network(security:WPA3-personal) Connect Failed,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [lenovo_arlh_matterhorn2] The network(security:WPA3-personal) Connect Failed
WIFI-780805,[Dell][UEFI][PTL/WhP2] WLAN failure on PTL Platforms with BE211 QS Module,UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=UEFIDriver] [Dell][UEFI][PTL/WhP2] WLAN failure on PTL Platforms with BE211 QS Module
WIFI-820830,"[Lenovo ldeaPad/Consumer][LCFC][PTL 12XE/4XE][BE213][Thinkbook Plus G7_Eve]System will hang about 90s after input wrong wifi password on CSR interface page.(F/R:2/2units,2/2cycles)",UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=UEFIDriver] [Lenovo ldeaPad/Consumer][LCFC][PTL 12XE/4XE][BE213][Thinkbook Plus G7_Eve]System will hang about 90s after input wrong wifi password on CSR interface page.(F/R:2/2units,2/2cycles)"
WIFI-856261,"[ASUS] [B3B5P5] [PTL] Under UEFI, failed to complete cloud recovery(download cloud image) through Wifi",UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=UEFIDriver] [ASUS] [B3B5P5] [PTL] Under UEFI, failed to complete cloud recovery(download cloud image) through Wifi"
WIFI-860236,"[Lenovo][Foxconn][Thinkstation P5 Gen2 Cathaya][GNR-WS][BE200][BIOS][100%] WLAN PXE Boot support , BIOS Add UEFI driver  will hang 0x61",UEFIDriver,UEFI,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=UEFIDriver] [Lenovo][Foxconn][Thinkstation P5 Gen2 Cathaya][GNR-WS][BE200][BIOS][100%] WLAN PXE Boot support , BIOS Add UEFI driver  will hang 0x61"
CIE-3238,[Dell][Compal][NexusMLK][MTL-H][AX16756e][AX1750 wifi7] SSID info.,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] [Dell][Compal][NexusMLK][MTL-H][AX16756e][AX1750 wifi7] SSID info.
CIE-3268,[Dell][Wistron][Scorpio16 MTL]WLAN support for Killer 1675x & Intel BE202,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] [Dell][Wistron][Scorpio16 MTL]WLAN support for Killer 1675x & Intel BE202
CIE-3302,Design Change Request for mup.xml in Killer Wireless package,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] Design Change Request for mup.xml in Killer Wireless package
CIE-3504,[Dell][Wistron][Infinity MLK] Requesting WLAN support for Killer 1675i & BE1750,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] [Dell][Wistron][Infinity MLK] Requesting WLAN support for Killer 1675i & BE1750
CIE-3541,[Dell][Wistron][Infinity MLK]No Compatible hardware detected when installed Killer E5000 Ethernet driver,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] [Dell][Wistron][Infinity MLK]No Compatible hardware detected when installed Killer E5000 Ethernet driver
CIE-3592,[Dell][Wistron][Infinity MLK]E5000 Ethernet base driver cannot be installed after executing setup.exe with PV 34.23.7186,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] [Dell][Wistron][Infinity MLK]E5000 Ethernet base driver cannot be installed after executing setup.exe with PV 34.23.7186
CIE-3602,[Dell][Wistron][Infinity MLK]No Compatible hardware detected when installing Killer Wireless 34.23.7175 (23.0.0.6) and met YB when installed by .inf,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] [Dell][Wistron][Infinity MLK]No Compatible hardware detected when installing Killer Wireless 34.23.7175 (23.0.0.6) and met YB when installed by .inf
CIE-3734,Killer LAN driver v34.23.7197 can`t be installed with SAC on,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] Killer LAN driver v34.23.7197 can`t be installed with SAC on
CIE-3752,KILLER SUIT 35.23.86 Kcc APP cant install,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] KILLER SUIT 35.23.86 Kcc APP cant install
CIE-3818,[Dell/Compal][Tributo LNL] XPS TributoLNL with KIC support,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] [Dell/Compal][Tributo LNL] XPS TributoLNL with KIC support
CIE-3821,[Dell][Compal][Tributo MTL]Kcc v3.1423.712.2 merge Intel wifi driver v23.10.0.8 for Jump start WA,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] [Dell][Compal][Tributo MTL]Kcc v3.1423.712.2 merge Intel wifi driver v23.10.0.8 for Jump start WA
CIE-3883,[DELL Corp. DT/Foxconn/Intel ARL-S]Killer 1750x WLAN card WIFI/BT driver release,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] [DELL Corp. DT/Foxconn/Intel ARL-S]Killer 1750x WLAN card WIFI/BT driver release
CIE-3921,(Copy Of 00845808) [DELL Corp. DT/Foxconn/Intel ARL-S]Killer 1750x WLAN card WIFI/BT driver release,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] (Copy Of 00845808) [DELL Corp. DT/Foxconn/Intel ARL-S]Killer 1750x WLAN card WIFI/BT driver release
CIE-4044,[Dell][Sanctuary]Add SSID in Killer 1675s and Killer 1750w for Wlan BT driver,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] [Dell][Sanctuary]Add SSID in Killer 1675s and Killer 1750w for Wlan BT driver
CIE-4054,[Tributo LNL] Install killer package show fail message on 24H2,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] [Tributo LNL] Install killer package show fail message on 24H2
CIE-4189,[Dell/Compal][Pista ARL] XPS PistaARL with KIC support with SSID,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] [Dell/Compal][Pista ARL] XPS PistaARL with KIC support with SSID
CIE-4190,add Diablo ARL-H (2 SSIDs) for Killer installer and Killer component driver,Installation->Killer,Killer,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=Installation->Killer] add Diablo ARL-H (2 SSIDs) for Killer installer and Killer component driver
