jira_id,ips_title,jira_component,component_frequency,feature_text
CIE-7274,[Lenovo][MeteorLake][AX211][24H2]Customer issue: Excessive DNS traffic sent by ICPS,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo][MeteorLake][AX211][24H2]Customer issue: Excessive DNS traffic sent by ICPS
CIE-7402,[Lenovo][ArrowLake][BE201][24H2][100%][ICPS5.0]ICPS v5.0 beta cant be launched right after OOBE or reboot.,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo][ArrowLake][BE201][24H2][100%][ICPS5.0]ICPS v5.0 beta cant be launched right after OOBE or reboot.
CIE-7706,[HP/Win11/PTL/WhP2/CashmereI] Hard to see the string No Bluetooth devices have been found when Dark mode is selected.,Customer TBD,210,[COMPONENT=Customer TBD] [HP/Win11/PTL/WhP2/CashmereI] Hard to see the string No Bluetooth devices have been found when Dark mode is selected.
CIE-7802,"[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Error ""Get an app to open this icpslauncher link"" pops up after uninstalling ICPS app",Customer TBD,210,"[COMPONENT=Customer TBD] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Error ""Get an app to open this icpslauncher link"" pops up after uninstalling ICPS app"
CIE-7945,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS Advanced Settings UI auto moves up.,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS Advanced Settings UI auto moves up.
CIE-7970,[Lenovo-Ideapad][Y9 GenX][ARL ][24H2] APP link pic not follow double shot manual setting,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo-Ideapad][Y9 GenX][ARL ][24H2] APP link pic not follow double shot manual setting
CIE-8089,"[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS only show two interfaces in ACM when WWAN, WiFi and Ethernet are connected",Customer TBD,210,"[COMPONENT=Customer TBD] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS only show two interfaces in ACM when WWAN, WiFi and Ethernet are connected"
CIE-8091,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The settings will be refreshed to original ones in ACM quickly,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The settings will be refreshed to original ones in ACM quickly
CIE-8093,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS window changes from full screen to original size automatically when enable/disable Lite mode,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS window changes from full screen to original size automatically when enable/disable Lite mode
CIE-8148,[Lenovo-Ideapad][Y9 GenX][ARL ][24H2] Killer APP gating NV DDS function,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo-Ideapad][Y9 GenX][ARL ][24H2] Killer APP gating NV DDS function
CIE-8326,[Lenovo][ArrowLake][BE201][24H2][50%][ICPS4.0]ICPS UI will display less than one second after restart,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo][ArrowLake][BE201][24H2][50%][ICPS4.0]ICPS UI will display less than one second after restart
CIE-8532,[Dynabook]ICPS icon does not appear at the lower right corner of the taskbar after resuming from Hybird shutdown,Customer TBD,210,[COMPONENT=Customer TBD] [Dynabook]ICPS icon does not appear at the lower right corner of the taskbar after resuming from Hybird shutdown
CIE-8534,[Dynabook]Prioritization Mode Selector has no response after resuming from Modern standby,Customer TBD,210,[COMPONENT=Customer TBD] [Dynabook]Prioritization Mode Selector has no response after resuming from Modern standby
CIE-8706,[Lenovo][LunarLake][BE201][25H2][100%][ICPS4.0]ICPS cant start automatically when device is powered on from S5,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo][LunarLake][BE201][25H2][100%][ICPS4.0]ICPS cant start automatically when device is powered on from S5
CIE-8954,[PTL][Samsung][GB6-16 pro][ICPS] ICPS cant be installed,Customer TBD,210,[COMPONENT=Customer TBD] [PTL][Samsung][GB6-16 pro][ICPS] ICPS cant be installed
CIE-8977,[PTL][Samsung][GB6 Ultra][ICPS] Connect button for AP connection has not updated over 30 min.,Customer TBD,210,[COMPONENT=Customer TBD] [PTL][Samsung][GB6 Ultra][ICPS] Connect button for AP connection has not updated over 30 min.
CIE-9168,[Lenovo][LunarLake][BE201][24H2][80%][ICPS5.0]ICPS will crash when switch Light/Dark mode after editing BT device name,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo][LunarLake][BE201][24H2][80%][ICPS5.0]ICPS will crash when switch Light/Dark mode after editing BT device name
CIE-9236,[Lenovo][PantherLake][BE211][25H2][100%][ICPS5.0]ICPS memory usage cant meet Lenovo preload app spec,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo][PantherLake][BE211][25H2][100%][ICPS5.0]ICPS memory usage cant meet Lenovo preload app spec
CIE-9238,[Lenovo][PantherLake][BE211][25H2][100%][ICPS5.0]High ICPS power consumption in Teams 3*3 test scenario,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo][PantherLake][BE211][25H2][100%][ICPS5.0]High ICPS power consumption in Teams 3*3 test scenario
CIE-9245,Wrong speed showed on KILLERs UI,Customer TBD,210,[COMPONENT=Customer TBD] Wrong speed showed on KILLERs UI
CIE-9310,[Lenovo][PantherLake][BE211][25H2][100%][ICPS5.0]ICPS UI compatibility issues in dark mode/light mode,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo][PantherLake][BE211][25H2][100%][ICPS5.0]ICPS UI compatibility issues in dark mode/light mode
CIE-9436,[HP/SIO2429735/PTL/WaP2/CashmereI] System event log report an error: Intel Connectivity Network Service:16 during Hibernation Functional Test.,Customer TBD,210,[COMPONENT=Customer TBD] [HP/SIO2429735/PTL/WaP2/CashmereI] System event log report an error: Intel Connectivity Network Service:16 during Hibernation Functional Test.
CIE-9438,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Critical and High vulnerabilities on SQLITE3 v3.42.0,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Critical and High vulnerabilities on SQLITE3 v3.42.0
CIE-9446,[Dell][Sanctuary MLK]Add SSID in Killer 1750w for Wlan BT driver,Customer TBD,210,[COMPONENT=Customer TBD] [Dell][Sanctuary MLK]Add SSID in Killer 1750w for Wlan BT driver
CIE-9466,"[Lenovo][PantherLake][BE211][25H2][1%][ICPS5.0]Application error with Event ID 1000 ""IDBWM.exe"" found in long run test",Customer TBD,210,"[COMPONENT=Customer TBD] [Lenovo][PantherLake][BE211][25H2][1%][ICPS5.0]Application error with Event ID 1000 ""IDBWM.exe"" found in long run test"
CIE-9468,[PTL][Samsung][GB6U][ICPS]Application error(IDBWM.exe) occurred.,Customer TBD,210,[COMPONENT=Customer TBD] [PTL][Samsung][GB6U][ICPS]Application error(IDBWM.exe) occurred.
CIE-9561,[LG][16T95TP][ARL/BE201/Win11 24H2] ICPS UI displays during OOBE,Customer TBD,210,[COMPONENT=Customer TBD] [LG][16T95TP][ARL/BE201/Win11 24H2] ICPS UI displays during OOBE
CIE-9763,[PTL][Samsung][GB6 Ultra/Pro][ICPS] Connecting AP information is not displayed on settings.,Customer TBD,210,[COMPONENT=Customer TBD] [PTL][Samsung][GB6 Ultra/Pro][ICPS] Connecting AP information is not displayed on settings.
CIE-9774,ICPS can recoganize Snapdragon X12 4G WWAN,Customer TBD,210,[COMPONENT=Customer TBD] ICPS can recoganize Snapdragon X12 4G WWAN
CIE-9819,ICPS 5.0-username and password entry window has been positioned at bottom right,Customer TBD,210,[COMPONENT=Customer TBD] ICPS 5.0-username and password entry window has been positioned at bottom right
DBGT-10175,[ASUS MB][ADL-S][GfP2][BT][22.100] ibterverify version error,Customer TBD,210,[COMPONENT=Customer TBD] [ASUS MB][ADL-S][GfP2][BT][22.100] ibterverify version error
DBGT-60532,[Jinke][WIFI][Huawei][VangogH][MTL][EVT]The DUT meet blckscreen and crash which related to the intel_pie_service.exe,Customer TBD,210,[COMPONENT=Customer TBD] [Jinke][WIFI][Huawei][VangogH][MTL][EVT]The DUT meet blckscreen and crash which related to the intel_pie_service.exe
WIFI-119403,[Acer-Compal-Countryman_TLS] Killer 1650i (AX201) WLAN device show yellow bang when connecting hotspot,Customer TBD,210,[COMPONENT=Customer TBD] [Acer-Compal-Countryman_TLS] Killer 1650i (AX201) WLAN device show yellow bang when connecting hotspot
WIFI-135352,[DELL/Dolphin N/V MTE/Wistron/ADL-S][Linux] [AX201][WIFI]Ubuntu kernel 5.13 is lack of Intel CNVi card support on ADL-S platform,Customer TBD,210,[COMPONENT=Customer TBD] [DELL/Dolphin N/V MTE/Wistron/ADL-S][Linux] [AX201][WIFI]Ubuntu kernel 5.13 is lack of Intel CNVi card support on ADL-S platform
WIFI-135638,[DELL/Dolphin N/V MTE/Wistron/ADL-S][Linux] [9560][WIFI]Ubuntu kernel 5.13 is lack of Intel CNVi card support on ADL-S platform,Customer TBD,210,[COMPONENT=Customer TBD] [DELL/Dolphin N/V MTE/Wistron/ADL-S][Linux] [9560][WIFI]Ubuntu kernel 5.13 is lack of Intel CNVi card support on ADL-S platform
WIFI-143015,[DELL/Dolphin N/V MTE/Wistron/ADL-S][Linux] [AX201][WIFI] AX201 lost WiFi function after enable Indonesia contry code in BIOS,Customer TBD,210,[COMPONENT=Customer TBD] [DELL/Dolphin N/V MTE/Wistron/ADL-S][Linux] [AX201][WIFI] AX201 lost WiFi function after enable Indonesia contry code in BIOS
WIFI-151856,[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H2][WIFI][BUG-20210908-35380] Connect to 2.4G WIFI Miracast  Honor TV show garbage,Customer TBD,210,[COMPONENT=Customer TBD] [Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H2][WIFI][BUG-20210908-35380] Connect to 2.4G WIFI Miracast  Honor TV show garbage
WIFI-184135,(Copy Of 00666313) [Dell/Compal][Tributo ADL/Fiorano ADL] ADL-P QS System hang restarting and shutdown screen during WB and CB,Customer TBD,210,[COMPONENT=Customer TBD] (Copy Of 00666313) [Dell/Compal][Tributo ADL/Fiorano ADL] ADL-P QS System hang restarting and shutdown screen during WB and CB
WIFI-199123,"[Huawei][Quanta][H99E][NobelF][AX201][21H2][WLAN] [AX201][BUG-20220221-44405] When run PC_Stress_MultiMedia_00300, one unit(SKU1-35) meet WLAN YB FR 1/10 unit",Customer TBD,210,"[COMPONENT=Customer TBD] [Huawei][Quanta][H99E][NobelF][AX201][21H2][WLAN] [AX201][BUG-20220221-44405] When run PC_Stress_MultiMedia_00300, one unit(SKU1-35) meet WLAN YB FR 1/10 unit"
WIFI-223526,[MSFT Pegatron][BirchBay] EB PHWFW05997_22.130.0.5 can't test MU-MIMO 160MHz in 5GHz,Customer TBD,210,[COMPONENT=Customer TBD] [MSFT Pegatron][BirchBay] EB PHWFW05997_22.130.0.5 can't test MU-MIMO 160MHz in 5GHz
WIFI-276436,"[Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][805867707] CurieF and mobile phone cooperate with Huawei multi-screen, softap is created in 2.4G",Customer TBD,210,"[COMPONENT=Customer TBD] [Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][805867707] CurieF and mobile phone cooperate with Huawei multi-screen, softap is created in 2.4G"
WIFI-297971,"[liweihu][WIFI][Huawei][MendelF][RPL-AX201][PVT]Call the Microsoft interface to create SOFTAP to return successfully, and check that the WiFi empty port has no Beacon",Customer TBD,210,"[COMPONENT=Customer TBD] [liweihu][WIFI][Huawei][MendelF][RPL-AX201][PVT]Call the Microsoft interface to create SOFTAP to return successfully, and check that the WiFi empty port has no Beacon"
WIFI-311537,[HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]Fail to project the screen by Miracast.,Customer TBD,210,[COMPONENT=Customer TBD] [HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]Fail to project the screen by Miracast.
WIFI-318562,[3LS]SIP117819 - EB 830 G9/UK/Win1021H2/Lloyds/PCUS/drops wifi connection on VPN,Customer TBD,210,[COMPONENT=Customer TBD] [3LS]SIP117819 - EB 830 G9/UK/Win1021H2/Lloyds/PCUS/drops wifi connection on VPN
WIFI-342582,"[Lenovo-Ideapad][LCFC][NEC-L360 ITL][Win11_MayCI]intel 9560 show yellow mark on device management during FSU longrun test.(F/R: 2/2 units, 2/104 times, 1.92%)",Customer TBD,210,"[COMPONENT=Customer TBD] [Lenovo-Ideapad][LCFC][NEC-L360 ITL][Win11_MayCI]intel 9560 show yellow mark on device management during FSU longrun test.(F/R: 2/2 units, 2/104 times, 1.92%)"
WIFI-357703,[Lenovo_ThinkPad_JP][THAMES][MTL][GaP2] Wi-Fi 7 low Tx throughput issue,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo_ThinkPad_JP][THAMES][MTL][GaP2] Wi-Fi 7 low Tx throughput issue
WIFI-362687,[HP/Win11/MTL/GfP2/GaP2][Inventec][Baymax][Ernesto][PV][SI]  The Miracast wireless display cant be detect with LG 4K monitor(55CXPWA)/LG 8K monitor(65NANO95WNA).,Customer TBD,210,[COMPONENT=Customer TBD] [HP/Win11/MTL/GfP2/GaP2][Inventec][Baymax][Ernesto][PV][SI]  The Miracast wireless display cant be detect with LG 4K monitor(55CXPWA)/LG 8K monitor(65NANO95WNA).
WIFI-363452,[HP/Win11/MTL/GaP2][Inventec][Baymax][PV]Unit occurred 0x9F after resume from S4 warm dock,Customer TBD,210,[COMPONENT=Customer TBD] [HP/Win11/MTL/GaP2][Inventec][Baymax][PV]Unit occurred 0x9F after resume from S4 warm dock
WIFI-363813,"[Samsung][QuickShare]P2P Client can not find P2P device of Autonomous GO after call PIE API ""WifiPanSetDiscoveryFilter """,Customer TBD,210,"[COMPONENT=Customer TBD] [Samsung][QuickShare]P2P Client can not find P2P device of Autonomous GO after call PIE API ""WifiPanSetDiscoveryFilter """
WIFI-363826,[Samsung][RPL] BSoD appears (Code 9f),Customer TBD,210,[COMPONENT=Customer TBD] [Samsung][RPL] BSoD appears (Code 9f)
WIFI-364872,[HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][WIFI][Win11]It occured WiFi YB(10) when running SSD stress test.,Customer TBD,210,[COMPONENT=Customer TBD] [HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][WIFI][Win11]It occured WiFi YB(10) when running SSD stress test.
WIFI-366214,[Lenovo_Yoga_C990][Wenchang][LCFC][SIT]Intel WLAN (AX211):Intel PIE driver will be installed in the WinRE environment and the WiFi will disconnect then caused the CSR test fail.,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo_Yoga_C990][Wenchang][LCFC][SIT]Intel WLAN (AX211):Intel PIE driver will be installed in the WinRE environment and the WiFi will disconnect then caused the CSR test fail.
WIFI-370995,Sarasota Cisco CASE SR 696572016 :Connectivity Loss after Upgrade23.10,Customer TBD,210,[COMPONENT=Customer TBD] Sarasota Cisco CASE SR 696572016 :Connectivity Loss after Upgrade23.10
WIFI-380730,[HP][Quanta]-[Herbie][MTL][Win11 22H2] WLAN device YB (Network controller) after resume from S4.,Customer TBD,210,[COMPONENT=Customer TBD] [HP][Quanta]-[Herbie][MTL][Win11 22H2] WLAN device YB (Network controller) after resume from S4.
WIFI-387150,SIP119695 - ProBook x3600 11 G5 /Intel AX200 Disappears from DM - No Longer Conn,Customer TBD,210,[COMPONENT=Customer TBD] SIP119695 - ProBook x3600 11 G5 /Intel AX200 Disappears from DM - No Longer Conn
WIFI-388182,[HP][Quanta]-[Regis][LNL-MX][Win11 23H2] WLAN lost after power on unit. (Intel FmP2),Customer TBD,210,[COMPONENT=Customer TBD] [HP][Quanta]-[Regis][LNL-MX][Win11 23H2] WLAN lost after power on unit. (Intel FmP2)
WIFI-390265,[ASUS/CCBU][PEGA][MTL][BE200][B5404CMA] Wi-Fi Radion cant be turned On,Customer TBD,210,[COMPONENT=Customer TBD] [ASUS/CCBU][PEGA][MTL][BE200][B5404CMA] Wi-Fi Radion cant be turned On
WIFI-408721,"[CSLP][LNL-MX][DELL-TRIBUTO][DVT]:BSOD ""CLOCK_WATCHDOG_TIMEOUT"" w/o dump",Customer TBD,210,"[COMPONENT=Customer TBD] [CSLP][LNL-MX][DELL-TRIBUTO][DVT]:BSOD ""CLOCK_WATCHDOG_TIMEOUT"" w/o dump"
WIFI-413167,[Xiaomi][B21][i9-14900HX][AX210][W11_23H2][100%]WiFi YB during daily usage from end-user,Customer TBD,210,[COMPONENT=Customer TBD] [Xiaomi][B21][i9-14900HX][AX210][W11_23H2][100%]WiFi YB during daily usage from end-user
WIFI-422112,[HP_QTA][BNB_Olaf][MTL_AX211][Win11][23H2]SIO2265195_Intel AX211 WLAN device show YB during dash HP image process.,Customer TBD,210,[COMPONENT=Customer TBD] [HP_QTA][BNB_Olaf][MTL_AX211][Win11][23H2]SIO2265195_Intel AX211 WLAN device show YB during dash HP image process.
WIFI-426866,[Dynabook][LNL][WW26-27WS][PreWork][MS_01][Wifi]WLAN device show YB after resuming from Hibernation,Customer TBD,210,[COMPONENT=Customer TBD] [Dynabook][LNL][WW26-27WS][PreWork][MS_01][Wifi]WLAN device show YB after resuming from Hibernation
WIFI-483849,[Honor][Huaqin][BornG lite][RPL][Intel AX201][WIFI][24H2]The wifi didnt reconnect 5G after reboot,Customer TBD,210,[COMPONENT=Customer TBD] [Honor][Huaqin][BornG lite][RPL][Intel AX201][WIFI][24H2]The wifi didnt reconnect 5G after reboot
WIFI-485480,[Dynabook]Sometimes wireless display will disconnect automatically when playing video,Customer TBD,210,[COMPONENT=Customer TBD] [Dynabook]Sometimes wireless display will disconnect automatically when playing video
WIFI-490289,[Samsung][ArL][BE201] 9F BSoD,Customer TBD,210,[COMPONENT=Customer TBD] [Samsung][ArL][BE201] 9F BSoD
WIFI-495612,[DELL/Foxconn][Argos_High][GfP2]The system hangs and repeatedly auto-restarts after install driver v23.80.1.3,Customer TBD,210,[COMPONENT=Customer TBD] [DELL/Foxconn][Argos_High][GfP2]The system hangs and repeatedly auto-restarts after install driver v23.80.1.3
WIFI-517677,[HP][Foxconn][ARL-S][Selena][BE200]Intel M.2 2230 Gale Peak 2 BE200 Wlan is lost after Dash Pass Win11 24H2 OS.,Customer TBD,210,[COMPONENT=Customer TBD] [HP][Foxconn][ARL-S][Selena][BE200]Intel M.2 2230 Gale Peak 2 BE200 Wlan is lost after Dash Pass Win11 24H2 OS.
WIFI-520768,[HP][Wistron][Cadet][LNL UMA][FmP][GfP2][2230]FCC psPD test result has huge gap,Customer TBD,210,[COMPONENT=Customer TBD] [HP][Wistron][Cadet][LNL UMA][FmP][GfP2][2230]FCC psPD test result has huge gap
WIFI-521043,[Dell][Wistron][Arches13 RPL/Southpeak 13 TGL]Intel AX211/201 Wifi driver cause Wireless network adapter grayed out and stopped working intermittently,Customer TBD,210,[COMPONENT=Customer TBD] [Dell][Wistron][Arches13 RPL/Southpeak 13 TGL]Intel AX211/201 Wifi driver cause Wireless network adapter grayed out and stopped working intermittently
WIFI-540133,[Lenovo-Ideapad][LNL][Shangri-la][BE201][24H2] WIFI ICON lost and auto resume,Customer TBD,210,[COMPONENT=Customer TBD] [Lenovo-Ideapad][LNL][Shangri-la][BE201][24H2] WIFI ICON lost and auto resume
WIFI-550374,[Honor][FermatB][ARL][AX201][24h2][High probability]WiFi assert,Customer TBD,210,[COMPONENT=Customer TBD] [Honor][FermatB][ARL][AX201][24h2][High probability]WiFi assert
WIFI-572966,[LG][17Z90T][ARL/BE201/Win11 24H2] WiFi Yellow Bang(error code 10) occurs,Customer TBD,210,[COMPONENT=Customer TBD] [LG][17Z90T][ARL/BE201/Win11 24H2] WiFi Yellow Bang(error code 10) occurs
WIFI-597289,"[Honor][Wingtechh][FermatB][ARL-H][WiFi][AX201][24H2]The network  disconnected during wechat video callevent log show wifi ""5002"". Fail rate: 1/109  units",Customer TBD,210,"[COMPONENT=Customer TBD] [Honor][Wingtechh][FermatB][ARL-H][WiFi][AX201][24H2]The network  disconnected during wechat video callevent log show wifi ""5002"". Fail rate: 1/109  units"
