technology_key,ips_title,predicted_category,jira_title
software,"(Copy Of 00986763) [NEC][LCFC][Citron3_VP][25H2][ICPS]ID1000( IDBWM.exe) shows up while running FSU long run test.[FR: 4/250,1.6%][1/1 Units]",ICPS,
wifi,Obtain wrt log consultation,Connectivity,
bt,BT got YB after reboot stress,YB/Lost,
bt,Audio is not heard when LE Audio headphone is disconnected and reconnected,Connectivity,
bt,Event log show WHEA warning BT will be YB after booting OS,YB/Lost,ICPS can recognize non-Intel WWAN (Snapdragon X12 4G WWAN)
bt,Event log show WHEA warning BT will be YB after booting OS,YB/Lost,
software,Connecting AP information is not displayed on settings.,Killer,
bt,"After the OOBE process, play the video, connect the Bluetooth speaker, and output the audio through the Bluetooth speaker. The video will have lagging issues. RF: 50/100 uut",Connectivity,
wifi,System fails to wake via WoA when Turn off my screen when I leave is disabled on Wi-Fi,Connectivity,
wifi,The result values in Wi-Fi PLDR verification of WRT are not as expected.,YB/Lost,
software,ICPS power consumption become higher when launch app main page in foreground,ICPS,
wifi,Wi-Fi and Bluetooth disconnect or disappear after WRT Tool install on Panther Lake AX211,Connectivity,
wifi,WLAN show YB with Error Code 10 after install WCL BKC driver_99.0.99.10 with ES2 Sample. FR: 100%,YB/Lost,
bt,Can not play file MP3 after link loss with Galaxy Buds3Pro,Connectivity,Connecting AP information is not displayed on settings.
wifi,Event ID 5002 occurs during reboot cycles,YB/Lost,
wifi,WIFI&BT device display yellow mark. (FR:100&%),Connectivity,
bt,The system will automatically wake up after entering S4. FR:100%,Connectivity,System fails to wake via WoA when Turn off my screen when I leave is disabled on Wi-Fi
wifi,Intel_PIE_SDK_Connon.dll multithreading causes NFC to be unusable,Connectivity,
bt,BT Lost during MS runin test after SIT build(1/690units),Connectivity,
wifi,Wireless drops and disconnections,Connectivity,Wi-Fi and Bluetooth disconnect or disappear after WRT Tool install on Panther Lake AX211
tools,Cannot connect to AP when using ANT tool,OEM Tools,
wifi,Wifi device YB and error code 303.,YB/Lost,
bt,Workshop prework BT test item 008 fail,Connectivity,
wifi,check 5002 reason(24.10 EB driver),YB/Lost,
wifi,P2P  Quick share failed during transmission,Connectivity,
wifi,Ping failed and OS trigger disconnect/reconnect during stress reboot test,Connectivity,
wifi,WiFi Linkspeed will fluctuate even tested in the shielding room.,Connectivity,
wifi,CSLP AX211 6E connect AP(BE900) cannot research 6Ghz only 5Ghz,Connectivity,
wifi,BE200 Wi-Fi wakes from legacy S3 when server WEB UI remote control is clicked; AX211 does not,Connectivity,Cannot connect to AP when using ANT tool
software,"Open Settings -> Accessibility -> Text size and switch to 200%. The text, icons, and other elements on various pages within the Intel Connectivity Performance Suite app do not change.",Killer,
wifi,"Set the Dark and Light theme, enable the Auto detect contrast ratio setting in the Color Contrast Analyzer tool, and multiple areas in the Intel Connectivity Performance Suite app are judged as fail.",Connectivity,
software,"Launch the Intel Connectivity Performance Suite app and minimize the window width to the smallest size. On the Usage Detail page, some characters are truncated without horizontal scrolling.",Killer,
wifi,"System boot , the Wireless LAN is lost",Connectivity,
wifi,Intermittent Disconnection on Wi-Fi during Remote Desktop Connection,Connectivity,Ping failed and OS trigger disconnect/reconnect during stress reboot test
software,ICPS 5.0-username and password entry window has been positioned at bottom right,ICPS,WiFi Linkspeed will fluctuate even tested in the shielding room.
bt,HLK DirectedFxSystemTest test fail,HLK,
bt,RFCOMM transmission latency is relatively low.,Performance,BE200 Wi-Fi wakes from legacy S3 when server WEB UI remote control is clicked; AX211 does not
tools,UNII-4 dont show in DRTU,OEM Tools,"Open Settings -> Accessibility -> Text size and switch to 200%. The text, icons, and other elements on various pages within the Intel Connectivity Performance Suite app do not change."
bt,"The audio file cannot be played with BT headset connected.FR: 1/2Units, 2/60Cycles",Connectivity,
wifi,P2P Pairing Failure,Connectivity,"Launch the Intel Connectivity Performance Suite app and minimize the window width to the smallest size. On the Usage Detail page, some characters are truncated without horizontal scrolling."
wifi,Clevo_RPL-U_V830AU_RVP_AX211_Wi-Fi_PLDR_Failed,YB/Lost,
wifi,Merino13x PV BSOD 0x7e point to WLAN,BSOD,
wifi,"When the test device establishes a Miracast connection and plays a video while using Bluetooth to receive or send files, the video playback stutters.",YB/Lost,ICPS 5.0-username and password entry window has been positioned at bottom right
wifi,"0x28af/0x10028af and AP disconnect when ""MS<--->Resume"" stress test",BSOD,HLK DirectedFxSystemTest test fail
wifi,wifi disconnect when doing MS test,Connectivity,
wifi,"0x28af/0x32d occurred when doing ""MS<-->Resume"" stress test",BSOD,
wifi,V260TNxAPEXAX210WIFIYB,YB/Lost,
wifi,EUC-CE Laggy and blurry display when casting to 8K smart TV,Performance,
bt,_Add_BE200_test_PLDR_fail,YB/Lost,
wifi,Merino16W PV report WLAN YB code 10,YB/Lost,Merino13x PV BSOD 0x7e point to WLAN
wifi,Intel BE211 transmission speed low(2515~2873Mbps Expect:>2.88Gbps) with WIFI 7 after PM operations,Connectivity,
bt,BE211 BT device lost during ACPI Reboot stress test(F/R: 1/200Cycles),Connectivity,"0x28af/0x10028af and AP disconnect when ""MS<--->Resume"" stress test"
wifi,BE211 transmission speed low(2515~2873Mbps Expect:>2.88Gbps) with WIFI 7 after PM operations,Connectivity,wifi disconnect when doing MS test
bt,BT Error recovery failed,Connectivity,"0x28af/0x32d occurred when doing ""MS<-->Resume"" stress test"
bt,"The sound will delay about 10s switch from the first TWS headset to the second after connect the second other brand headset (Samsung/Sony).(F/R:2/2units,4/4cycles)",Connectivity,
bt,AX211/BE211 BT YB (PV phase factory),YB/Lost,EUC-CE Laggy and blurry display when casting to 8K smart TV
bt,Bluetooth headphone only have audio no MIC function,Connectivity,
bt,HLK test fail: OnOffStateControllableViaSoftware2,HLK,Merino16W PV report WLAN YB code 10
wifi,SIP128610 - EB 1040 G1i 14(MasadaN)/Win11 24H2/Traveloka/GA/PC APJ/ Intel BE201 Mobile Hotspot not detected in 6GHz/ID,Power Consumption,
wifi,AX211 Wifi card cannot be detected properly after being swapped from BE211,Connectivity,
wifi,T-put HL TX issue,RF,
bt,Sound is not heard from BT headset,Connectivity,
wifi,Disable/enable WIFI occur 0xC2 while running stress test(f/r:1/200U),BSOD,
bt,Can not play file MP3 after link loss with Galaxy Buds3Pro,Connectivity,
wifi,Event ID 5002 occurs while disconnecting AP,YB/Lost,
bt,No sound after disconnect then connect BT earbuds,Connectivity,
bt,ibtpci BSOD 0xFC observed in Factory S4 stress testing,BSOD,
bt,The BT headset have no sound output after connect the BT headset.,Connectivity,
wifi,The P2P connection is only being established on 2.4GHz because the PIE SDK is only returning the 2.4GHz channel.,Connectivity,
bt,"Play music with BT Headset/Speaker no sound, and device show yellow bang.",YB/Lost,
wifi,P2P pairing failure - No pairing request in air,Connectivity,Disable/enable WIFI occur 0xC2 while running stress test(f/r:1/200U)
bt,Bluetooth SAR power BIOS setting issue,RF,
bt,_Add_BE200_bios_disableOFFLOAD_and than discover bluetooth headse,Connectivity,Event ID 5002 occurs while disconnecting AP
wifi,T-put HL RX issue,RF,
bt,Clevo_LNL_L2xxLU_HLK_CIS Establishment test error,HLK,ibtpci BSOD 0xFC observed in Factory S4 stress testing
wifi,BE201 50xx events showing in system event log,BSOD,
wifi,"WiFi sensing MSFT HDE validation test fail :When user is in front of DUT, Sometime DUT will not wake up from sleep mode.",Power Consumption,
wifi,WiFi sensing MSFT HDE validation test fail :System will not turn on the host screen in < 1 second when approaching 50cm distance far from the device.,Connectivity,
bt,"Unit cannot change volume by pressing F2/F3 after resume from S4/WB/CB with BT device connected(F/R:1/2units,4/8cycles)",System Hang,
wifi,#NAME?,Connectivity,
wifi,Run CITU test and CITUChecker.exe show error,OEM Tools,
wifi,Unexpected Second P2P Pairing Attempt After Successful Connection,Connectivity,
wifi,Clevo_RPL-U & Refresh_NJxxAW_RTC WAKE _AX201_Wi-Fi YB issue,YB/Lost,
wifi,Frequent 5002 and assert (every 2 seconds) in 24.10 driver,YB/Lost,
bt,HLK Bluetooth test failed,HLK,
wifi,Installation problem for KillerWirelessSuite40.25.1010.1813,Killer,
bt,"SIT, Win11 x64 25H2, Bluetooth LE Audio VSAP - Stereo Render with Mono Capture related items failed on HLK kit not detected, FR: 5/5",HLK,
wifi,WIFI 6E country list,Connectivity,
bt,Win11(25H2)_Hybrid Stress_S4_Device_YB_Intel(R) Dual Bluetooth(R) PCI Enumerator.,YB/Lost,
bt,"CGTT Double roasting test occurred BSOD_0X9F point to ibtpci, FR: 1/330Units, 1/10cycles",BSOD,
bt,BT EVO Test  BTOE Missing Mic Issue,Connectivity,
wifi,BSOD 0x7E occurred when installing OS with WLAN AX210,BSOD,
bt,#NAME?,RF,Frequent 5002 and assert (every 2 seconds) in 24.10 driver
wifi,#NAME?,RF,
wifi,"H484 Stress WiFi MS_ SW drips  90%, HW drips 90%(Color orange, impact device:Intel Wi-Fi 7 BE213 160MHz)in sleep study report during WiFi MS auto stress test.(F/R:6/10units,6/700times)",Power Consumption,
wifi,WLAN YB After modifying options in the advanced properties of WLAN in Device Manager,YB/Lost,
wifi,WLAN will shows YB after install the 24.10 driver,YB/Lost,
bt,Bluetooth no audio after resume from ms,Connectivity,
bt,HLK BLUETOOTH_MULTIMACHINE_HCIEXTENSIONS_V2 test fail,HLK,
bt,_Add_BE200_There is no sound output When connecting the Bluetooth headphones then play loca,Connectivity,
wifi,PC SoftAp not start on the specified channel,Connectivity,
bt,Cant detect Bluetooth MIC when connect Bluetooth earphone.,Connectivity,
wifi,Win11(25H2)_CB cycle hang 1A8W_SUT hang and show 1A8W(BSOD 20001 w/o dump),BSOD,
bt,HLK DirectedFxSystemTest test fail,HLK,
wifi,HPD is not working for 5~20 min after hibernation or hybrid shutdown as connecting to LB,YB/Lost,WLAN YB After modifying options in the advanced properties of WLAN in Device Manager
wifi,"SIO2437586:The ""UefiCnvWlanWTAS"" is not listed under the UEFI setting list.",Connectivity,
wifi,"During Coldboot loop testing, Intel_PIE_SDK_Common.dll created over 100,000 threads, causing the system to freeze",System Hang,
wifi,WIFI Cant auto connect WIFI AP (FR:100&%),Connectivity,
wifi,Garbage screen when switching screens during wirelessly projecting to the TV,Connectivity,
bt,The BT Headphones device will show more times,Connectivity,
bt,can not uninstall Bluetooth driver from device manager,Connectivity,
bt,Intel 800 series motherboards with WIFI CARD AX201 Issue,Connectivity,
bt,Bluetooth cannot auto reconnect after warmboot,Connectivity,HLK DirectedFxSystemTest test fail
bt,Can not play music after BT Off/On then reconnect BT headset,Connectivity,HPD is not working for 5~20 min after hibernation or hybrid shutdown as connecting to LB
bt,Show Couldnt connect when BT off/on then click the BT headset,Connectivity,
wifi,The WiFi sensing feature cannot be enabled using the Week45,Connectivity,"During Coldboot loop testing, Intel_PIE_SDK_Common.dll created over 100,000 threads, causing the system to freeze"
wifi,Failed to connect with a 6G AP when 6G RSSI test by ANT tool in the factory,OEM Tools,
wifi,HP 3LS SIP128553 - EB 630 G9 (Thanos13 PRO 1.0) /Win 11 23H2/KPMG/GA/PC APJ/Intermittent WLAN (Intel AX211) disconnection,Connectivity,
bt,HLK Test Fail:Bluetooth - Audio - Source radio disabled and re-enabled while playing music tone with A2DP offload,HLK,
wifi,BSOD 0x9f occured on factory RUNIN station,BSOD,
bt,BT device lost when running S4 aging test with prepaired Keyboard connected. (SYSTEM EXCEPTION pcie_UpdateDebugDatapathVariablesToScratchBuffer),YB/Lost,
wifi,The unit cannot automatically connect to the MLO network after the S4 is restore,Connectivity,
bt,"Connect BT headset and play music, but audio output from system speaker,",Connectivity,
bt,"Connect one BT headset, but show two BT device at  quick setting",Connectivity,
wifi,P2P Pairing Failure with Andriod phone.,Connectivity,
bt,System occur 0x50 BSOD when updating driver and WU hotfix.,BSOD,Failed to connect with a 6G AP when 6G RSSI test by ANT tool in the factory
wifi,WiFi Link Speed (FM40mk2),Connectivity,
bt,"The system cannot connect to the audio of the poly free 60+ Bluetooth earphones after system restart.(default setting,DC mode)",Connectivity,
bt,"-> Directed FX System Verification Test FAIL due to ""IntelBluetoothAppService""",Connectivity,
wifi,"Stress_CB_The unit occur BOSD_0x9F W/ dump file(Point tointel wifi(Netwaw18))during Stress Coldboot Core Test(F/R:1/20units, 1/5946cycles)",BSOD,BT device lost when running S4 aging test with prepaired Keyboard connected. (SYSTEM EXCEPTION pcie_UpdateDebugDatapathVariablesToScratchBuffer)
bt,The Bluetooth show YB (code 10) When turn on wifi .,YB/Lost,
bt,"The SW Drips is 0 and HW drips no value(Intel(R) Dual Bluetooth(R) PCI Enumerator(\_SB.PC00.BTPC)) after entering MS more than 10mins.(FR:1/2units,2/10cycles)",Connectivity,
bt,BT headset can not adjust audio volume,Connectivity,
wifi,BE211 & BE213 wifi device show yellow mark,Connectivity,P2P Pairing Failure with Andriod phone.
software,"[NEC][LCFC][Citron3_VP][25H2][ICPS]ID0(Child process [10672 - IDBWM.exe] finished with 255) and ID7034(Intel Dynamic Bandwidth Management Service) shows up while running FSU long run test.[FR: 4/750,1.6%][1/1 Units]",ICPS,
wifi,The first time using Miracast to connect may have a chance of failing to connect.,Connectivity,
wifi,"When connected to an MLO network with 2.4G/5G/6G, PV units cannot enable 5G mobile hotspots.",Power Consumption,
wifi,Wi-Fi 7 BE211 device lost during hybrid shutdown stress-BIOS Miss-configuration,YB/Lost,"-> Directed FX System Verification Test FAIL due to ""IntelBluetoothAppService"""
wifi,WLAN YB(Code 10)/BT Lost with EB4 drives during CB stress(Error ID5001/5010)(F/R: 1/14 UUTs 1/4200 Cycles),YB/Lost,Show No Internet when connected HP internal network
wifi,Disconnected the wifi during use.,Connectivity,
bt,Swift Stingray & Grouper could not read BT SAR power,RF,
software,ICPS UI displays during OOBE,ICPS,
bt,The BT driver shows as YB in DM when the system is idle.,YB/Lost,
wifi,Bandwidth allocation ratio,Performance,
na,"14""/16"" MLO link issue when connect to WIFI7 router",Connectivity,
wifi,P2P unpair caused by Deauthentication.,Connectivity,
tools,"BIOS Tool  -get_tas_info find unexpected Blocked Countries : US , CA",RF,
wifi,"[FVT1 Wi-Fi 7 BE213 enter modern standby show  SW/HW drips ""65%""(\_SB.PC00.CNVW\\_SB.PC00.RP04.PXSX)",Connectivity,
wifi,P2P pairing failure - GO started but no connection from GC(GB5),Connectivity,
wifi,BE211 connect different AP MLO no internet,Connectivity,
wifi,"The UUT show event ID 17/5055 errors when coldboot test .(F/R 2/20 UUTs, 2/6000Cycles)",Connectivity,
software,"[NEC][LCFC][Citron3_VP][25H2][ICPS]ID0(Child process [10672 - IDBWM.exe] finished with 255) and ID7034(Intel Dynamic Bandwidth Management Service) shows up while running FSU long run test.[FR: 4/250,1.6%][1/1 Units]",ICPS,ICPS UI displays during OOBE
bt,"The RerunCS test result show Fail (device lost: Intel(R) Wireless Dual Bluetooth(R)) and the Device Manager show yellow bang (Intel(R) Dual Bluetooth(R) PCI Enumerator) when running Stress-MS.(F/R:1/40units,75/4885",YB/Lost,
wifi,The .pnvm file was not be packed inside the GaPWlanFw.bin( Intel WLAN UEFI 3.3.16.25315),Connectivity,
wifi,BE200_LNL_Use UEFI_3.4.00.25432G BIOS_WiFi_manager not found WiFiSSID,Connectivity,
