jira_id,ips_title,jira_component,human_category,label_source,pseudo_confidence,sample_weight,feature_text
WIFI-511524,[Thinkbook 14 G8 IRH+][RPL] BSOD(0x7e) occurs point to Netwtw14.sys when mobile hot spot is turned off,WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Thinkbook 14 G8 IRH+][RPL] BSOD(0x7e) occurs point to Netwtw14.sys when mobile hot spot is turned off
WIFI-464560,[Samsung][RPL][AX211] This pairing drops because the system suddenly stops sending RTP packets to the sink device while pairing with this device for Miracast.,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Samsung][RPL][AX211] This pairing drops because the system suddenly stops sending RTP packets to the sink device while pairing with this device for Miracast.
BT-293165,[HP][IEC] - SIO2320589[Masada][LNL][Fmp2-BE201][Win11 24H2]BSOD_0X7e occurs when running WinPVT Hibernation Functional Test,Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] [HP][IEC] - SIO2320589[Masada][LNL][Fmp2-BE201][Win11 24H2]BSOD_0X7e occurs when running WinPVT Hibernation Functional Test
WIFI-411918,"[HP][Foxconn][RPL-S&RPL-S Refresh][GfP2-AX211&GaP2-BE200]The WLAN Protocol of the 5 GHZ band displays 802.11g when set ""802.11a/b/g Wireless Mode"" to ""5.Dual Band 802.11a/g"" in DM\Intel WLAN driver\advanced Tab.",WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->Connectivity] [HP][Foxconn][RPL-S&RPL-S Refresh][GfP2-AX211&GaP2-BE200]The WLAN Protocol of the 5 GHZ band displays 802.11g when set ""802.11a/b/g Wireless Mode"" to ""5.Dual Band 802.11a/g"" in DM\Intel WLAN driver\advanced Tab."
WIFI-384044,[Honor][huaqin][DarwinA][MTL][AX201][High probability]WiFi YB,FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Infra] [Honor][huaqin][DarwinA][MTL][AX201][High probability]WiFi YB
WIFI-358641,[Dell][Compal] Arches MTL WB with SYSTEM_THREAD_EXCEPTION_NOT_HANDLED (7e) BSOD,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Dell][Compal] Arches MTL WB with SYSTEM_THREAD_EXCEPTION_NOT_HANDLED (7e) BSOD
WIFI-146383,[Lenovo ThinkPad JP][LCFC][Drift3 Ironhide3][AX210]] AX210 WLAN show Yellow band in device manager and could not recovery by restart,TOP->FSEQ,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FSEQ] [Lenovo ThinkPad JP][LCFC][Drift3 Ironhide3][AX210]] AX210 WLAN show Yellow band in device manager and could not recovery by restart
WIFI-210058,HP -  SIO2087874 - [3LS] - SIP110836 - EB 1040 G6 / Huawei / GC / Intel WLAN Unexpected Roaming Issue / PC APJ / CN,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] HP -  SIO2087874 - [3LS] - SIP110836 - EB 1040 G6 / Huawei / GC / Intel WLAN Unexpected Roaming Issue / PC APJ / CN
BT-248081,BT device lost on LNL QS FIP (B0 Stepping) with Eng driver (SBHBTW_EV_DEV42781_23.65.24230.42781G ),Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] BT device lost on LNL QS FIP (B0 Stepping) with Eng driver (SBHBTW_EV_DEV42781_23.65.24230.42781G )
BT-215582,"[YuanChen][BT][Huawei][VangogH][MTL][PVT]BT Yellow band,error code 10,BTHUSB 17 during power circle",Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=Host Windows- Driver->ibtusb] [YuanChen][BT][Huawei][VangogH][MTL][PVT]BT Yellow band,error code 10,BTHUSB 17 during power circle"
WIFI-121067,[Xiaomi][Huaqin][A29_TGL]  0xD1 BSOD occured  when idle units (F/R:26/200  units),WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Xiaomi][Huaqin][A29_TGL]  0xD1 BSOD occured  when idle units (F/R:26/200  units)
WIFI-107974,"[Lenovo ThinkPad China][LCFC][E14E15 TGL][AX201](Security Type:WPA2-Enterprise) cannot auto connect after restart.(F/R:2/2 Units,17/40 Total Trials)",3rd Party->AP,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=3rd Party->AP] [Lenovo ThinkPad China][LCFC][E14E15 TGL][AX201](Security Type:WPA2-Enterprise) cannot auto connect after restart.(F/R:2/2 Units,17/40 Total Trials)"
WIFI-348106,[MSFT][Huntington Beach] Tx Spectrum Mask failure issue for AX211,System->PHY,RF,component_to_category_100pct,1.00,0.90,[COMPONENT=System->PHY] [MSFT][Huntington Beach] Tx Spectrum Mask failure issue for AX211
WIFI-378827,"[Lenovo ThinkPad CN][LCFC][E14 G4 E15 G4][ADL][AX211,AX201,9560]0x9F_3_SETPOWER_IMAGE_Netwtw12.sys",WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->System flows] [Lenovo ThinkPad CN][LCFC][E14 G4 E15 G4][ADL][AX211,AX201,9560]0x9F_3_SETPOWER_IMAGE_Netwtw12.sys"
WIFI-196777,[Lenovo Thinkpad JP][Alderlake][Jaguar2/Panther2][GarfieldPeak2] Yellow Bang encountered when machine is left idle for few hours while connected to Wi-Fi network,FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Infra] [Lenovo Thinkpad JP][Alderlake][Jaguar2/Panther2][GarfieldPeak2] Yellow Bang encountered when machine is left idle for few hours while connected to Wi-Fi network
WIFI-425654,[Lenovo-IdeaPad][LNL][FmP2][YogaS990 FVT]0X7E BSOD with stress WB,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Lenovo-IdeaPad][LNL][FmP2][YogaS990 FVT]0X7E BSOD with stress WB
WIFI-327550,[Jinke][WIFI][Huawei][VangogH][MTL][EVT]Abnormal disconnection in ping test with 5005 event,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [Jinke][WIFI][Huawei][VangogH][MTL][EVT]Abnormal disconnection in ping test with 5005 event
WIFI-196588,[Lenovo-ThinkPad][LCFC][Triones-Intel][SVT][Win11]Sink PC show lag or garbage when test PC projecting to PC and play local video,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Lenovo-ThinkPad][LCFC][Triones-Intel][SVT][Win11]Sink PC show lag or garbage when test PC projecting to PC and play local video
WIFI-114425,[Lenovo-Thinkpad][LCFC][Tx-AMD][20H2]0x9f BSOD happened in restart stress test.,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Lenovo-Thinkpad][LCFC][Tx-AMD][20H2]0x9f BSOD happened in restart stress test.
WIFI-358207,[Dell][Compal] Arches MTL WB with BSOD KERNEL_MODE_HEAP_CORRUPTION(13a),WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Dell][Compal] Arches MTL WB with BSOD KERNEL_MODE_HEAP_CORRUPTION(13a)
WIFI-319138,"[HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]The wifi driver occured YB(43),and can not recovery with restart and restore system.",FW->PHY,Performance,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW->PHY] [HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]The wifi driver occured YB(43),and can not recovery with restart and restore system."
BT-249593,BSOD 0xC1 (ibtpci.sys) with BT 23.60.5.6 and EVQS CPU during S4 (48th cycle),Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] BSOD 0xC1 (ibtpci.sys) with BT 23.60.5.6 and EVQS CPU during S4 (48th cycle)
WIFI-563037,L260LU-E BE201 device missing,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] L260LU-E BE201 device missing
BT-144316,"[Wingtech][HUAWEI][yutu Gz][Raptor Lake][22H2] After connecting the Bluetooth3.0 mouse and Bluetooth earphones to the DUT, the mouse pointer will drift randomly when downloading and playing music online.",FW- Coex,Performance,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Coex] [Wingtech][HUAWEI][yutu Gz][Raptor Lake][22H2] After connecting the Bluetooth3.0 mouse and Bluetooth earphones to the DUT, the mouse pointer will drift randomly when downloading and playing music online."
BT-158328,[Wingtech][HUAWEI][yutu Gz][Raptor Lake][22H2] Logitech BT BR3.0 mouse M336 lags when BT connect to DUT when downloading and playing music online at same time,FW- Coex,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Coex] [Wingtech][HUAWEI][yutu Gz][Raptor Lake][22H2] Logitech BT BR3.0 mouse M336 lags when BT connect to DUT when downloading and playing music online at same time
WIFI-527602,[Samsung][LNL][BE201]WLAN YB issue during system start,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [Samsung][LNL][BE201]WLAN YB issue during system start
WIFI-268699,[Samsung][Mars2][MSBug#633508] The IHV WLAN driver failing to transmit the GO Neg Confirmation frame while reporting the task as successfully completed to the OS,WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][Mars2][MSBug#633508] The IHV WLAN driver failing to transmit the GO Neg Confirmation frame while reporting the task as successfully completed to the OS
WIFI-319051,"[May CI][Common OS]Intel AX201&AX211 Security type show ""WPA3-Enterprise"" when connect the WPA2-Enterprise network (only happen on routers that supported 802.11ax protocol).(F/R:4/4units, 32/32cycles)",3rd Party->AP,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=3rd Party->AP] [May CI][Common OS]Intel AX201&AX211 Security type show ""WPA3-Enterprise"" when connect the WPA2-Enterprise network (only happen on routers that supported 802.11ax protocol).(F/R:4/4units, 32/32cycles)"
WIFI-206159,[Lenovo LCFC][Griffin/Roc]Restart stress test happen BSOD point to Netwtw10.sys (BUGCODE_NDIS_DRIVER_LIVE_DUMP (15e)) on Factory Build(F/R:1/300 units),WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Lenovo LCFC][Griffin/Roc]Restart stress test happen BSOD point to Netwtw10.sys (BUGCODE_NDIS_DRIVER_LIVE_DUMP (15e)) on Factory Build(F/R:1/300 units)
WIFI-302568,[Samsung][AX201][GMDE-758] WiFi Direct pairing is diconnected based on changing connected AP from peer(phone).,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [Samsung][AX201][GMDE-758] WiFi Direct pairing is diconnected based on changing connected AP from peer(phone).
WIFI-134765,[Realme][HUAQIN][Intel TGL][intel 9560][21H1]The test value of AC mode 80m bandwidth of WiFi is far lower in 22.60.0.6 version when we testing the T-PUT conduction of AC9560 module.,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [Realme][HUAQIN][Intel TGL][intel 9560][21H1]The test value of AC mode 80m bandwidth of WiFi is far lower in 22.60.0.6 version when we testing the T-PUT conduction of AC9560 module.
WIFI-528912,"[Lenovo][Aladdin][LNL SIT][BE201][Win11] Cast page shows ""No displays are available"" when install ""Wireless Display"" and then press Win+K.(FR:2/2units,4/4cycles)",WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->WiFi Extensions] [Lenovo][Aladdin][LNL SIT][BE201][Win11] Cast page shows ""No displays are available"" when install ""Wireless Display"" and then press Win+K.(FR:2/2units,4/4cycles)"
BT-289196,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201] BT Lost when idle after normal use.(F/R: 1/2units, 1/20cycles)",Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=Host Windows- Driver->PCIe] [Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201] BT Lost when idle after normal use.(F/R: 1/2units, 1/20cycles)"
WIFI-405131,[Dell][Wistron][South peak][TGL]Systems encounter decreases throughput with Intel Wi-Fi AX201 driver version v22.190.0.4 and after,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Dell][Wistron][South peak][TGL]Systems encounter decreases throughput with Intel Wi-Fi AX201 driver version v22.190.0.4 and after
WIFI-187281,[Tributo ADL / Fiorano ADL] RX conducted T-Put fail on 5GHz BW 160M channel 100,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Tributo ADL / Fiorano ADL] RX conducted T-Put fail on 5GHz BW 160M channel 100
WIFI-226526,"[Samsung][TGL][Apollon2-13 model] When S4 Resume, Wlan YB in device manager. [WLAN]",WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->System flows] [Samsung][TGL][Apollon2-13 model] When S4 Resume, Wlan YB in device manager. [WLAN]"
WIFI-231229,[Samsung][Mars2-13] Connection Drop with specific AP(RXAE500) during 2nd Screen connection,3rd Party->AP,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party->AP] [Samsung][Mars2-13] Connection Drop with specific AP(RXAE500) during 2nd Screen connection
WIFI-424912,[Lenovo NEC][Lugia][RPL][LCFC][HF][24H2][AX211]Observed recoverable Asserts 0x84 & 0x20000066 after connected with AP,3rd Party->AP,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party->AP] [Lenovo NEC][Lugia][RPL][LCFC][HF][24H2][AX211]Observed recoverable Asserts 0x84 & 0x20000066 after connected with AP
WIFI-351262,[lenovo][lcfc][Matterhorn][MTL][BE200][23H2][2/6 units]BSOD 0x10d @ s0i3 test,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [lenovo][lcfc][Matterhorn][MTL][BE200][23H2][2/6 units]BSOD 0x10d @ s0i3 test
WIFI-421184,[LNL][BE201] YB Code 10 on BE201 WLAN encountered,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [LNL][BE201] YB Code 10 on BE201 WLAN encountered
WIFI-258073,"[Huawei][Quanta][H82][DaqianF][AX201][22H2][WLAN] [AX201][CPM20220908009035] 10 units run Step tool(Play video and S4_idle) each 300 cycles , 1 unit meet BSOD IRQL_NOT_LESS_OR_EQUAL (a), Netwtw10.sys",WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->Performance] [Huawei][Quanta][H82][DaqianF][AX201][22H2][WLAN] [AX201][CPM20220908009035] 10 units run Step tool(Play video and S4_idle) each 300 cycles , 1 unit meet BSOD IRQL_NOT_LESS_OR_EQUAL (a), Netwtw10.sys"
WIFI-445053,Slower to connect to AP on 6GHz channel when SSID is hidden.,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] Slower to connect to AP on 6GHz channel when SSID is hidden.
BT-258275,BSOD 0xBFF encountered during S4 on Thames-2 EESIT QS and BT v23.60.5.10,Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] BSOD 0xBFF encountered during S4 on Thames-2 EESIT QS and BT v23.60.5.10
BT-167060,"[Xiaomi][MIUI+]BLE connection failure between PC(Client) and Phone(Server), no connection_completed EVENT",FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Xiaomi][MIUI+]BLE connection failure between PC(Client) and Phone(Server), no connection_completed EVENT"
WIFI-392708,100% of time when going between APs,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] 100% of time when going between APs
WIFI-320974,[UX3405MA][BE200]device lost,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [UX3405MA][BE200]device lost
WIFI-269248,[Samsung][AX201][P221117-05554] WiFi Direct pairing with windows PC(Qualcomm) is disconnected several times by disassoc from cosmos.,FW->MVM,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->MVM] [Samsung][AX201][P221117-05554] WiFi Direct pairing with windows PC(Qualcomm) is disconnected several times by disassoc from cosmos.
WIFI-438738,[Samsung][LNL][BE201]2.4GHz Tx Throughput drop with ASUS RT-AC66U,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Samsung][LNL][BE201]2.4GHz Tx Throughput drop with ASUS RT-AC66U
WIFI-277922,"[Roc][Win10][22H2][PV]: The unit can't be resume and ""9f""BSOD occured when resume unit from MS(Intel AX211)",3rd Party-BIOS,BIOS,component_to_category_100pct,1.00,0.90,"[COMPONENT=3rd Party-BIOS] [Roc][Win10][22H2][PV]: The unit can't be resume and ""9f""BSOD occured when resume unit from MS(Intel AX211)"
BT-26118,"[MSFT][WaE][Bayside][ODT][TGL][HrP 1216 (MM# 999TDN) BT 22.20.1]System hang 3 times and unexpected shutdown1 time, keyboard is lost frequently.(SN:038347305253) BT",FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Transport] [MSFT][WaE][Bayside][ODT][TGL][HrP 1216 (MM# 999TDN) BT 22.20.1]System hang 3 times and unexpected shutdown1 time, keyboard is lost frequently.(SN:038347305253) BT"
WIFI-102805,[Samsung][Apollon-13R TGL][HrP2] Intel WLAN YB (code 10),FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Infra] [Samsung][Apollon-13R TGL][HrP2] Intel WLAN YB (code 10)
BT-477699,[ASUS][NVL][WIFI][BE211] BT Device controller yellow issue (FR:100&%),Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] [ASUS][NVL][WIFI][BE211] BT Device controller yellow issue (FR:100&%)
WIFI-146365,[Intel-SPG][FXN][PN] Wi-Fi randomly disconnect while idle UUT overnight.,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [Intel-SPG][FXN][PN] Wi-Fi randomly disconnect while idle UUT overnight.
WIFI-259488,"During the installation of WINDOWS 10, enter audit mode and install WIFI & BT DRIVER blue screen occurs",WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->System flows] During the installation of WINDOWS 10, enter audit mode and install WIFI & BT DRIVER blue screen occurs"
BT-356174,[Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][24H2][FVT][BE201]BT show YB after update BT driver follow WW24 BKC. FR: 100/100,FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Transport] [Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][24H2][FVT][BE201]BT show YB after update BT driver follow WW24 BKC. FR: 100/100
BT-432459,[Honor][LUX][NvwaC][ARL-refresh][AX211]Intel application service device cant enum in device manager,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [Honor][LUX][NvwaC][ARL-refresh][AX211]Intel application service device cant enum in device manager
WIFI-798099,[Samsung][ARL][BE201] P2P Pairing Failure,WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][ARL][BE201] P2P Pairing Failure
BT-55019,"[MSI][ADL-P][MS-1593/MS-14F1] When BT Tile Mode enable/disable and Bluetooth disable, the system can?t enter modern standby.",Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=Host Windows- Driver->ibtusb] [MSI][ADL-P][MS-1593/MS-14F1] When BT Tile Mode enable/disable and Bluetooth disable, the system can?t enter modern standby."
BT-127838,[Xiaomi][MIUI+]BLE connection failure between PC(Client) and TV(Server),FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_LE] [Xiaomi][MIUI+]BLE connection failure between PC(Client) and TV(Server)
WIFI-328870,[Honor][huaqin][HiggsE][ADL][AX201][21H1[80%]softap created at  2.4g channel,WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Honor][huaqin][HiggsE][ADL][AX201][21H1[80%]softap created at  2.4g channel
WIFI-122366,[Dynabook][Win10] WLAN PLDR test failed and WLAN device show YB in device manager,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Dynabook][Win10] WLAN PLDR test failed and WLAN device show YB in device manager
BT-107763,[Xiaomi][MIUI+][A55]BT connection failed between Xiaomi Phone and PC,FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Xiaomi][MIUI+][A55]BT connection failed between Xiaomi Phone and PC
