row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
346,,Connectivity,Needs-Triage,,fallback,,,,The P2P connection is only being established on 2.4GHz because the PIE SDK is only returning the 2.4GHz channel.,The P2P connection is only being established on 2.4GHz because the PIE SDK is only returning the 2.4GHz channel.
348,,Connectivity,BSOD,,cue,"BSOD, Connectivity",,Disable/enable WIFI occur 0xC2 while running stress test(f/r:1/200U),P2P pairing failure - No pairing request in air,Disable/enable WIFI occur 0xC2 while running stress test(f/r:1/200U)
350,,Connectivity,YB/Lost,YB/Lost,override,"Connectivity, YB/Lost",,Event ID 5002 occurs while disconnecting AP,_Add_BE200_bios_disableOFFLOAD_and than discover bluetooth headse,Event ID 5002 occurs while disconnecting AP
351,,RF,Needs-Triage,,fallback,,,,T-put HL RX issue,T-put HL RX issue
352,,HLK,BSOD,,cue,"BSOD, Connectivity",,ibtpci BSOD 0xFC observed in Factory S4 stress testing,Clevo_LNL_L2xxLU_HLK_CIS Establishment test error,ibtpci BSOD 0xFC observed in Factory S4 stress testing
357,,Connectivity,Needs-Triage,,fallback,,,,#NAME?,#NAME?
370,,RF,YB/Lost,YB/Lost,override,YB/Lost,,Frequent 5002 and assert (every 2 seconds) in 24.10 driver,#NAME?,Frequent 5002 and assert (every 2 seconds) in 24.10 driver
371,,RF,Needs-Triage,,fallback,,,,#NAME?,#NAME?
378,,Connectivity,Needs-Triage,,fallback,,,,PC SoftAp not start on the specified channel,PC SoftAp not start on the specified channel
379,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,,Cant detect Bluetooth MIC when connect Bluetooth earphone.,Cant detect Bluetooth MIC when connect Bluetooth earphone.
385,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,,WIFI Cant auto connect WIFI AP (FR:100&%),WIFI Cant auto connect WIFI AP (FR:100&%)
386,,Connectivity,Needs-Triage,,fallback,,,,Garbage screen when switching screens during wirelessly projecting to the TV,Garbage screen when switching screens during wirelessly projecting to the TV
390,,Connectivity,HLK,,cue,HLK,,HLK DirectedFxSystemTest test fail,Bluetooth cannot auto reconnect after warmboot,HLK DirectedFxSystemTest test fail
391,,Connectivity,YB/Lost,,cue,YB/Lost,,HPD is not working for 5~20 min after hibernation or hybrid shutdown as connecting to LB,Can not play music after BT Off/On then reconnect BT headset,HPD is not working for 5~20 min after hibernation or hybrid shutdown as connecting to LB
393,,Connectivity,System Hang,,cue,System Hang,,"During Coldboot loop testing, Intel_PIE_SDK_Common.dll created over 100,000 threads, causing the system to freeze",The WiFi sensing feature cannot be enabled using the Week45,"During Coldboot loop testing, Intel_PIE_SDK_Common.dll created over 100,000 threads, causing the system to freeze"
399,,Connectivity,Needs-Triage,,fallback,,,,The unit cannot automatically connect to the MLO network after the S4 is restore,The unit cannot automatically connect to the MLO network after the S4 is restore
403,,BSOD,OEM Tools,OEM Tools,override,OEM Tools,,Failed to connect with a 6G AP when 6G RSSI test by ANT tool in the factory,System occur 0x50 BSOD when updating driver and WU hotfix.,Failed to connect with a 6G AP when 6G RSSI test by ANT tool in the factory
407,,BSOD,YB/Lost,,cue,"YB/Lost, Connectivity",,BT device lost when running S4 aging test with prepaired Keyboard connected. (SYSTEM EXCEPTION pcie_UpdateDebugDatapathVariablesToScratchBuffer),"Stress_CB_The unit occur BOSD_0x9F W/ dump file(Point tointel wifi(Netwaw18))during Stress Coldboot Core Test(F/R:1/20units, 1/5946cycles)",BT device lost when running S4 aging test with prepaired Keyboard connected. (SYSTEM EXCEPTION pcie_UpdateDebugDatapathVariablesToScratchBuffer)
415,,YB/Lost,Connectivity,,cue,Connectivity,,"-> Directed FX System Verification Test FAIL due to ""IntelBluetoothAppService""",Wi-Fi 7 BE211 device lost during hybrid shutdown stress-BIOS Miss-configuration,"-> Directed FX System Verification Test FAIL due to ""IntelBluetoothAppService"""
416,,YB/Lost,Needs-Triage,,fallback,,,Show No Internet when connected HP internal network,WLAN YB(Code 10)/BT Lost with EB4 drives during CB stress(Error ID5001/5010)(F/R: 1/14 UUTs 1/4200 Cycles),Show No Internet when connected HP internal network
425,,Connectivity,Needs-Triage,,fallback,,,,"[FVT1 Wi-Fi 7 BE213 enter modern standby show  SW/HW drips ""65%""(\_SB.PC00.CNVW\\_SB.PC00.RP04.PXSX)","[FVT1 Wi-Fi 7 BE213 enter modern standby show  SW/HW drips ""65%""(\_SB.PC00.CNVW\\_SB.PC00.RP04.PXSX)"
427,,Connectivity,Needs-Triage,,fallback,,,,BE211 connect different AP MLO no internet,BE211 connect different AP MLO no internet
428,,Connectivity,Needs-Triage,,fallback,,,,"The UUT show event ID 17/5055 errors when coldboot test .(F/R 2/20 UUTs, 2/6000Cycles)","The UUT show event ID 17/5055 errors when coldboot test .(F/R 2/20 UUTs, 2/6000Cycles)"
433,,Connectivity,Needs-Triage,,fallback,,,,AP scan issue  Specific APs missing from scan list for long time(3~15min),AP scan issue  Specific APs missing from scan list for long time(3~15min)
434,,YB/Lost,Needs-Triage,,fallback,,,,ADL-S AX211 Device loss under OS after installation under S5,ADL-S AX211 Device loss under OS after installation under S5
435,,Connectivity,Needs-Triage,,fallback,,,,PC connection to 6G backhau,PC connection to 6G backhau
441,,Connectivity,Needs-Triage,,fallback,,,,GB&QA is missing ch144.,GB&QA is missing ch144.
443,,Connectivity,Needs-Triage,,fallback,,,AP scan issue  Specific APs missing from scan list for long time(3~15min),Turn on/off Bluetooth found device manager BT lost,AP scan issue  Specific APs missing from scan list for long time(3~15min)
446,,Connectivity,Needs-Triage,,fallback,,,,Taroko LNL Sensing Enablement failed with GfP but FmP,Taroko LNL Sensing Enablement failed with GfP but FmP
448,,Connectivity,Needs-Triage,,fallback,,,,The SW and HW values is lower than 90% when  resume from MS after enter MS 20min when Connect to an AP without network,The SW and HW values is lower than 90% when  resume from MS after enter MS 20min when Connect to an AP without network
451,,Connectivity,Needs-Triage,,fallback,,,GB&QA is missing ch144.,Question about WiFi Sensing Detection Time,GB&QA is missing ch144.
452,,Connectivity,Needs-Triage,,fallback,,,,"PC connected 2.4G/5G AP(802.11AX/AC,20M/40M) do UDP downstream can not meet spec.(F/R:1/1U,6/6C))","PC connected 2.4G/5G AP(802.11AX/AC,20M/40M) do UDP downstream can not meet spec.(F/R:1/1U,6/6C))"
457,,Connectivity,Needs-Triage,,fallback,,,,KUN_LNL_add country code use 24.0.2.1bios_tool check return fail for BE200.,KUN_LNL_add country code use 24.0.2.1bios_tool check return fail for BE200.
458,,Connectivity,YB/Lost,,cue,"YB/Lost, System Hang, Connectivity",,WiFi/BT yellow bang and HWID change to incorrect value after system WB/CB.,S3 WAKE ON WLAN,WiFi/BT yellow bang and HWID change to incorrect value after system WB/CB.
464,,BSOD,YB/Lost,,cue,"YB/Lost, Connectivity",,Intel(R) Wireless Dual Bluetooth(R) Device YB during Modern Standby - FW Exception,BSOD caused by bluetooth 0X9F,Intel(R) Wireless Dual Bluetooth(R) Device YB during Modern Standby - FW Exception
466,,Connectivity,Needs-Triage,,fallback,,,,Wi-Fi Configuration doesnt list in 3rd Party Option ROM Management (F3).,Wi-Fi Configuration doesnt list in 3rd Party Option ROM Management (F3).
471,,Connectivity,Needs-Triage,,fallback,,,,PC2TV failed by ble due to AFH  problem.,PC2TV failed by ble due to AFH  problem.
473,,Killer,Connectivity,,cue,Connectivity,,,WLAN Layout review request,WLAN Layout review request
474,,Killer,Connectivity,,cue,Connectivity,,,WLAN Schematics review request,WLAN Schematics review request
479,,UEFI,YB/Lost,,cue,"YB/Lost, Connectivity",,wifi disconnect from 2.4G AP when plug-in a specific 2.4G wireless ROG keyboard,Use WRT tool to check BIOS Value show error.,wifi disconnect from 2.4G AP when plug-in a specific 2.4G wireless ROG keyboard
482,,Connectivity,Needs-Triage,,fallback,,,PC2TV failed by ble due to AFH  problem.,A PCs Wi-Fi driver is,PC2TV failed by ble due to AFH  problem.
483,,YB/Lost,UEFI,,cue,UEFI,,Timeout does not work as UEFI spec in Intel UEFI BLE Driver,A PCs Wi-Fi driver is YB and this issue always occurs.,Timeout does not work as UEFI spec in Intel UEFI BLE Driver
485,,Killer,Needs-Triage,,fallback,,,,Application error(IDBWM.exe) occurred.,Application error(IDBWM.exe) occurred.
486,,OEM Tools,Needs-Triage,,fallback,,,"""2 channel, 16bit, 32000Hz"" is not available in Sound property after clean installation iSSTs handshare driver.",The BIOS tool cant read the UEFI EWRD settings (AX211 and BE211),"""2 channel, 16bit, 32000Hz"" is not available in Sound property after clean installation iSSTs handshare driver."
491,,Connectivity,Needs-Triage,,fallback,,,,Intel Connectivity Performance suite,Intel Connectivity Performance suite
497,,Connectivity,Needs-Triage,,fallback,,,Application error(IDBWM.exe) occurred.,"""R"" side will disconnect then connect automatically after pair BT le headphone with unit.(AX211)",Application error(IDBWM.exe) occurred.
498,,OEM Tools,Needs-Triage,,fallback,,,,BIOS Tool,BIOS Tool
503,,Connectivity,Needs-Triage,,fallback,,,Intel Connectivity Performance suite,"Turn on/off WIFI occur auto reconnect 6G AP faile(F/R1/1u,82/200C)",Intel Connectivity Performance suite
504,,Power Consumption,Connectivity,,cue,"Connectivity, UEFI",,Bolan PTL BE211 no UefiCnvBtBRDS  field in WRT tool,VLP/SP mode Tx power setting issue by DRTU,Bolan PTL BE211 no UefiCnvBtBRDS  field in WRT tool
506,,Connectivity,Needs-Triage,,fallback,,,,"6G Weak Signal Automatic Reconnect Failed (F/R1/1u,40/200C)","6G Weak Signal Automatic Reconnect Failed (F/R1/1u,40/200C)"
508,,Connectivity,ICPS,ICPS,override,ICPS,,Unable to connect to the AP that uses the Enhanced Open security type in ICPS\Network Health,WiFi disconnected at DC mode,Unable to connect to the AP that uses the Enhanced Open security type in ICPS\Network Health
510,,Connectivity,Needs-Triage,,fallback,,,,Wi-Fi 7 AP router MS SW drips 0%,Wi-Fi 7 AP router MS SW drips 0%
513,,Connectivity,Needs-Triage,,fallback,,,,"Default, 16_1, 1 channel test","Default, 16_1, 1 channel test"
516,,Killer,OEM Tools,OEM Tools,override,"Power Consumption, RF, OEM Tools, UEFI",,VLP/SP mode Tx power setting issue by DRTU,System event log report an error: Intel Connectivity Network Service:16 during Hibernation Functional Test.,VLP/SP mode Tx power setting issue by DRTU
518,,Connectivity,Needs-Triage,,fallback,,,,"AX211 - 2.4Ghz issues on PC14250s, PC16250s","AX211 - 2.4Ghz issues on PC14250s, PC16250s"
519,,OEM Tools,Killer,Killer,override,"Connectivity, Killer",,Add SSID in Killer 1750w for Wlan BT driver,PC query via DRTU indicates that Georgia and Oman do not support 6G.,Add SSID in Killer 1750w for Wlan BT driver
524,,Killer,Needs-Triage,,fallback,,,,Sensitive Cleartext string Transmitted via IPC reported on IntelConnect.exe,Sensitive Cleartext string Transmitted via IPC reported on IntelConnect.exe
525,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,,[MS-14T2] [24.0.0.2 with 24.10.0.1 DRTU tool BT and not turn on],[MS-14T2] [24.0.0.2 with 24.10.0.1 DRTU tool BT and not turn on]
526,,Power Consumption,OEM Tools,OEM Tools,override,"Power Consumption, RF, OEM Tools",,,"DRTU setting for ""CA"" UNII-6 SP Tx power not work issue","DRTU setting for ""CA"" UNII-6 SP Tx power not work issue"
527,,Connectivity,Needs-Triage,,fallback,,,,The unit will turn off the screen when sitting in front of the unit doing other things,The unit will turn off the screen when sitting in front of the unit doing other things
528,,BSOD,Needs-Triage,,fallback,,,System event log report an error: Intel Connectivity Network Service:16 during Hibernation Functional Test.,PCI BSOD 0x133 occurred during running CER Web Browsing.,System event log report an error: Intel Connectivity Network Service:16 during Hibernation Functional Test.
531,,Connectivity,OEM Tools,OEM Tools,override,OEM Tools,,PC query via DRTU indicates that Georgia and Oman do not support 6G.,Problem of failed Miracast wireless connection from PC to smart TV(6/10).,PC query via DRTU indicates that Georgia and Oman do not support 6G.
532,,YB/Lost,Connectivity,,cue,Connectivity,,WLAN failure on PTL Platforms with BE211 QS Module,Event ID: 5010 appeared in Event Viewer after install driver.,WLAN failure on PTL Platforms with BE211 QS Module
535,,Connectivity,Needs-Triage,,fallback,,,,[Foxconn][Acer][PTL][NB],[Foxconn][Acer][PTL][NB]
536,,Connectivity,Needs-Triage,,fallback,,,Sensitive Cleartext string Transmitted via IPC reported on IntelConnect.exe,P2P Pairing Failure After Provisioning.,Sensitive Cleartext string Transmitted via IPC reported on IntelConnect.exe
538,,Connectivity,OEM Tools,OEM Tools,override,"Power Consumption, RF, OEM Tools",,"DRTU setting for ""CA"" UNII-6 SP Tx power not work issue","CIPS-43181   Dell Latitude laptops (3450/7450) - Zebra RS5100 Ring Scanner experiences Bluetooth link failures when using the ""Scan to Connect"" software","DRTU setting for ""CA"" UNII-6 SP Tx power not work issue"
539,,Connectivity,Needs-Triage,,fallback,,,The unit will turn off the screen when sitting in front of the unit doing other things,An Installation Failure message appears when running the Intel Software Installer.,The unit will turn off the screen when sitting in front of the unit doing other things
540,,Connectivity,BSOD,,cue,BSOD,,PCI BSOD 0x133 occurred during running CER Web Browsing.,Bluetooth Audio score on PTL Athena,PCI BSOD 0x133 occurred during running CER Web Browsing.
542,,Connectivity,Needs-Triage,,fallback,,,,wireless connection and network performance issues,wireless connection and network performance issues
543,,Performance,Needs-Triage,,fallback,,,,"Stress-MS, BE211 320MHZ caused SW&HW drips(SW:2%/HW:2%) not meet SPEC(90%).","Stress-MS, BE211 320MHZ caused SW&HW drips(SW:2%/HW:2%) not meet SPEC(90%)."
544,,Killer,Needs-Triage,,fallback,,,,"Application error with Event ID 1000 ""IDBWM.exe"" found in long run test","Application error with Event ID 1000 ""IDBWM.exe"" found in long run test"
553,,Connectivity,Needs-Triage,,fallback,,,,"Error message:""MAC address is invalid""occurred when run vCosmos_WinPVT v11.15.0 Restart Test.","Error message:""MAC address is invalid""occurred when run vCosmos_WinPVT v11.15.0 Restart Test."
554,,Connectivity,Needs-Triage,,fallback,,,,[HP][bDT][SI-build][Moomin][PTL-H][BE211][ES2][W11_25H2],[HP][bDT][SI-build][Moomin][PTL-H][BE211][ES2][W11_25H2]
556,,Connectivity,Needs-Triage,,fallback,,,"Application error with Event ID 1000 ""IDBWM.exe"" found in long run test","After the BE211 card connects to the WiFi7 (802.11be) AP, the protocol column still shows WiFi 6 (802.11ax).","Application error with Event ID 1000 ""IDBWM.exe"" found in long run test"
557,,OEM Tools,ICPS,ICPS,override,ICPS,,ICPS UI compatibility issues in dark mode/light mode,DRTU show Tx Uncalibrated  issue,ICPS UI compatibility issues in dark mode/light mode
559,,YB/Lost,Needs-Triage,,fallback,,,,"The PTL+BE211 QS will randomly lost the HWID, the driver is 24.0.2 HF","The PTL+BE211 QS will randomly lost the HWID, the driver is 24.0.2 HF"
563,,Connectivity,Needs-Triage,,fallback,,,,Event log show ID:5055 during MS stress(F/R: 3/20 UUTs 5/6000 Cycles),Event log show ID:5055 during MS stress(F/R: 3/20 UUTs 5/6000 Cycles)
564,,YB/Lost,System Hang,,cue,System Hang,,"Error message:""PCI configuration change detected""occurred when run vCosmos_WinPVT v11.15.0 Restart Test.",BT YB due to wifi assert 0x4444,"Error message:""PCI configuration change detected""occurred when run vCosmos_WinPVT v11.15.0 Restart Test."
