Issue key,project,year,category,Custom field (Root Cause)
WIFI-468703,WIFI,2024,BSOD,"Description: The problem seems to be that we ran rfdQueueProcessFragments infinitely.

lets assume first packet was entered  rfdQueueProcessFragments and failed(as we saw assert).

when we exit rfdQueueProcessFragments in the middle we dont set pSingleQueueData[queueNum]->dispatchInProcess off.

this will cause the second packet to enter and do out immediately, without fetching any rb from the queue.

which eventually will cause as to run forever(or until bsod)"
WIFI-465691,WIFI,2024,Connectivity,"Fix STEP noise issues by removing DCDC modes.
"
WIFI-460321,WIFI,2024,Connectivity,Proper handling of memory allocation failure while parsing beacon.
WIFI-453973,WIFI,2024,Connectivity,"fseq change
"
WIFI-452771,WIFI,2024,Connectivity,"new lock register in the TOP that was part of the antenna toggle , created WA to use other PAD that control the antenna switch. 
Linked patch: wcd_fw-dev master Merged:15-Jul-2024
SHA1: 7c4607c5d7cac79c19700bd8f389aedea81dd69a
https://gerritwcs.ir.intel.com/c/wcd_fw-dev/+/113163 "
WIFI-446638,WIFI,2024,Connectivity,Modem drop update
WIFI-445283,WIFI,2024,Connectivity,"Usually the OS sets which AKM to use in TASK_CONNECT.
Driver kept the AKM set by OS from previous connection, and on the current one the OS did not set any AKM, so the OUI in WPA IE was incorrect"
WIFI-445053,WIFI,2024,Connectivity,"On busy UHB channels we opt to do a passive scan as it would be better.
But if there is a hidden SSID on that channel we would not find it as it requires an active scan."
WIFI-440285,WIFI,2024,Connectivity,bcast packet used on mgmt q which mapped to fifo 10 -> no cs calc on these packets
WIFI-433817,WIFI,2024,Connectivity,"Wrong handling of WI, caused us to indicate packet to OS after Halt flow started"
WIFI-431441,WIFI,2024,Connectivity,"when AUX peer exists on driver,
FW sends P2P_PUBLIC_ACTION_FRAME to driver on this peer.
driver dose it's peer agnostic logic of swapping the address 1 to
self address (which is 00:00:00:00:00:00 for AUX)
-> cause us  not to find proper VIF correlating to the address,
DBG assertion and dropping the packet."
WIFI-427687,WIFI,2024,Connectivity,Ch 132-144 160 Mhz bugfix for 3 PNVMs
WIFI-425707,WIFI,2024,Connectivity,"There is an interface between WiMan and the CSME WLAN driver via HECI.
HECI can build the interface with CSME FW only after the CSME completes the S0 (CM0) entry. The problem is that HECI cannot know when CSME is ready, and this depends on the platform and/or OS. So it tries and tries until he succeeds.

In this recovery mechanism, there was a bug that in one case, it was not triggered.

The fix was delivered in Core83, but BKC with the WiMan was published only in core88.

Duplicate root cause with WIFI-352620."
WIFI-425705,WIFI,2024,Connectivity,"LNA step above 10 doesn’t converge the RMS, 
Solution : in low Isolation we limited max LNA step to 10 and converge the rest  with TX power .
https://gerritwcs.ir.intel.com/c/wcd_fw-dev/+/123387
"
WIFI-425303,WIFI,2024,Connectivity,Ch 132-144 160 Mhz bugfix
WIFI-424127,WIFI,2024,Connectivity,
WIFI-422775,WIFI,2024,Connectivity,https://jira.idoc.intel.com/browse/WIFI-417459
WIFI-422495,WIFI,2024,Connectivity," The bug was caused by a new module (called internally 'DSM'), which is responsible for a system that organizes data efficiently. We noticed that when another part of our system, the scan module, asked the DSM for permission to use that data, the DSM attempted to complete the request but was interrupted by entering a low-power mode. This interruption prevented the process from finishing properly, lowering the LTR and allowing the machine to enter its own low-power state. We've updated the system so that the DSM can continue to manage these requests even if it goes into low-power mode, which should resolve the problem."
WIFI-420757,WIFI,2024,Connectivity,There was a racing condition between RPC client connection and adapter initialization that caused USC to get enum complete notification before adapter init notification.
WIFI-419324,WIFI,2024,Connectivity,Improved FW reset flow for not handling another SW error interrupt while FW already undergoes via reset.
WIFI-417722,WIFI,2024,Connectivity,There was a racing condition between RPC client connection and adapter initialization that caused USC to get duplicated adapter enable notifications.
WIFI-415685,WIFI,2024,Connectivity,"GRP_REGULATORY_SAR_OFFSET_MAPPING_CMD was not sent to FW, so even though OEM specified in SGOM that Korea (KR) is mapped to group 3, FW didn't know it. The reason is that starting from LNL it's possible to NOT have WGDS in ACPI (and this is our case here). So driver didn't read SGOM table from UEFI, and thus, didn't send the CMD to FW."
WIFI-415653,WIFI,2024,BSOD,"in case of un-initialized  pHwWritePtr,
rfdQueueProcessFragments returned status failure,
but this status was not checked in caller (prvIsrHandlerRoutineRx).
so when prvIsrHandlerRoutineRx called rfdqIsQueueEmptyApi
it de-referenced the NULL pointer and we got BSOD."
WIFI-413941,WIFI,2024,Connectivity,Fix FW assert in transition from RX to TX when underrun occurs in RX.
WIFI-413660,WIFI,2024,Connectivity,"STEP transition from LPH2 to active, involve change in circuit connection and checking differential connection P/N
Circuit sensitivity may lead to oscillations from time to time which lead to error 

To workaround that, LPH2 - low power mode is disabled.  which will avoid this scenario, but will result in increased power consumption
fixed in 23.60.5.11"
WIFI-413453,WIFI,2024,Connectivity,"UEFI wifi driver does not check the supported AKM _before_ initiating
the connection flow, so we end up with unexpected connection failure
in SMAC ARCH in the following scenario:
1. Selected AP supports mixed WPA2/WPA3
2. Connection Manager configures the connect request with both
   WPA2/WPA3 AKMs
3. Driver tries to connect with WPA3, which fails as it's unsupported
4. Driver does not try to connect with WPA2
Fix this by checking the supported AKM Suites by supplicant before initiating the connection and filter out unsupported suites."
WIFI-411918,WIFI,2024,Connectivity,wrong implementation of how we set the wifi PHY bits indicated to OS
WIFI-409998,WIFI,2024,Connectivity,"SW error and resume interrupt arrived at the same time
so 2 jobs were submitted where the first set to NULL the CB functions of resume. so the second job, when it ran, tried to call a NULL pointer"
WIFI-408529,WIFI,2024,Connectivity,"the root cause of the bug is a fix WIFI-357574.

in this bug' the values of the not activated antennas were not reset, so in case of MIMO and then SISO, we got values"
WIFI-404107,WIFI,2024,Connectivity,For master we follow and delivered DCR-2759 to core88
WIFI-401758,WIFI,2024,Connectivity,Prim_host_rst (from the platform) comes before rprep_ack (from the FW)
WIFI-401195,WIFI,2024,Connectivity,"driver published in-correct activeAntennaBitMap, and Tool didn’t consider “active antennas” value during RSSI test, hence when antenna stops the result was wrong."
WIFI-400007,WIFI,2024,Connectivity,we ran out of Tx descriptors
WIFI-397740,WIFI,2024,BSOD,"Each time FW was loaded Some memory in the HW of HrP is not initialized correctly and sometimes having unexpected values.
And the bug happens only on MTL (magnetar) HrP. There is some memory corruption in the FW which causes FW to use incorrect encryption method. HrP still supports older encryption method (RSA), 
When incorrect encryption is used, there is assert 0x303 which finally leads to YB, since happens in a loop.
We avoid this issue by optimizing and protecting the consistent encryption and decryption methods in the FW loading process under various test scenarios.
thanks!"
WIFI-397290,WIFI,2024,Connectivity,Enhanced WIFI recovery due to BT resets
WIFI-397284,WIFI,2024,Connectivity,
WIFI-396294,WIFI,2024,Connectivity,"Based on approval from Roi Fri. 
FSEQ 0.0.4.175 improve EQ calibration "
WIFI-395058,WIFI,2024,Connectivity,fix for ROW countries UHB enable by OEM logic
WIFI-395016,WIFI,2024,Connectivity,problem solved after moving from ES2 to rQS
WIFI-393435,WIFI,2024,Connectivity,"The customer added a workaround by EC, when the system entry to S4 and CSME policy is not allowed, the EC performs a power toggling for the WLAN device. However the BUS Driver logic assumes that the WLAN Card was powered in Sx, hence not performing the enumeration flow with Link Reset."
WIFI-393429,WIFI,2024,BSOD,"partially solved in 23.40 (partial fix for assert 0x120E)
partially solved in 23.50 (partial fix for assert 0x942)
"
WIFI-393156,WIFI,2024,Connectivity,FSEQ 0.0.4.175. Optimize EQ calibration flow for short ch. 
WIFI-392726,WIFI,2024,Connectivity,
WIFI-392708,WIFI,2024,Connectivity,"In case of AKM 5 , do not send PMKID because of issue in OS that
is wrongly handling the PMKID in this case"
WIFI-383978,WIFI,2024,Connectivity,fw SHA1 # 51c8cb contains the fix
WIFI-381933,WIFI,2024,Connectivity,"Fix with TOP-2991 on master/Core86_pv/Core86
core86_pv 4990ffef11fcfeb4b60d83f6a76ef17be4e10bc6
core86 - 037a741ced5fed16b371b3034e11e1730ccfa11e"
WIFI-380805,WIFI,2024,BSOD,"Hi All,
 
I suspect the issue is in PHY context activation flow during wakeup from sleep.
 
Below is the sequence for when in LPRX STATE OFF:
1.	During Wakeup, when there is valid context PHY applies the TX calibration values in calibExecuterPartialApplyDuringRadioPowerUp(). 
This will send update of power limit to TAS
2.       When tuning into context,  as part of  phyConfigurationActivateContext(), again TAS is updated with the current band and the limits are initialized to the default value
 
1940375     PS_PX_STATE_CNG    182414.494    state                           0x00000001    psPxFsmUmacStateEnum PS_PX_FSM_UMAC_STATE_PS_PX_CNVR_LP (0x1), 
1941266     PHY_CALIB_MANAGER_EVENT    182419.286    eventData                       0x03030016    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_PARTIAL_CALIB_ON_POWER_UP_BEGIN (0x16), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
1941292     PHY_CALIB_MANAGER_EVENT    182419.352    eventData                       0x03030017    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_PARTIAL_CALIB_ON_POWER_UP_END (0x17), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
1941297     PHY_CALIB_MANAGER_EVENT    182419.353    eventData                       0x03030022    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_APPLY_TX_CALIBS_BEGIN (0x22), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
 
•	TAS power Limits are updated here as part of calibExecuterPartialApplyDuringRadioPowerUp()
1941306     PRINT    182419.409    STR0x3                          0x00000000    tasUpdatePowerLimit powerLimitDbm = 0x97, g_tasDb.fsmParams.minPowerLimitDbm = 0x97, isAux = 0, 
1941314     PRINT    182419.411    STR0x3                          0x00000000    tasUpdatePowerLimit powerLimitDbm = 0xa6, g_tasDb.fsmParams.minPowerLimitDbm = 0x97, isAux = 0
1941322     PRINT    182419.412    STR0x3                          0x00000000    tasUpdatePowerLimit powerLimitDbm = 0xff, g_tasDb.fsmParams.minPowerLimitDbm = 0x97, isAux = 0, 
1941330     PRINT    182419.413    STR0x3                          0x00000000    tasUpdatePowerLimit powerLimitDbm = 0xff, g_tasDb.fsmParams.minPowerLimitDbm = 0x97, isAux = 0, 
1941524     PHY_CALIB_MANAGER_EVENT    182419.835    eventData                       0x03030023    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_APPLY_TX_CALIBS_END (0x23), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
 
•	TAS power Limit set to Default as part of phyConfigurationActivateContext()
1941558     PRINT    182419.859    STR0x2                          0x00000000    tasSetCurrentBand band = 0, isAux = 0, 
1941564     PRINT    182419.860    STR0x1                          0x00000000    tasSetCurrentBand g_tasDb.fsmParams.minPowerLimitDbm = 0x7fff, 
 
1941566 322224    WIFI_LARC POWER_LPRX_STATE
1941568     POWER_LPRX_STATE    182419.862    state                           0x00000000    state off (0x0), 
1941569     POWER_LPRX_STATE    182419.862    phyId                           0x00000000    phy_id 0x0, 
1941570     POWER_LPRX_STATE    182419.862    componentVector                 0x00000000    lna_low_bias lna_dynamic_power (0x0), reserved 0x0, 
1941574     PHY_ACTIVATE_CTX    182419.863    phyCtxData                      0x00003200    phyId 0x0, phyActivateContextStatusEnum PHY_ACTIVATE_CTX_BEGIN (0x0), centralChannel 0x32, 
1941646     PHY_ACTIVATE_CTX    182420.158    phyCtxData                      0x01003200    phyId 0x0, phyActivateContextStatusEnum PHY_ACTIVATE_CTX_END (0x1), centralChannel 0x32, 
1941697 322249    WIFI_LARC PS_PU_PHY_TS
1941699     PS_PU_PHY_TS    182420.202    start                           0x0adf7d64    start 182418788, 
1941700     PS_PU_PHY_TS    182420.202    phyFsmPuStart                   0x0adf7d65    phyFsmPuStart 182418789, 
1941701     PS_PU_PHY_TS    182420.202    phyFsmPuComplete                0x0adf7e97    phyFsmPuComplete 182419095, 
1941702     PS_PU_PHY_TS    182420.202    phyWmalInitComplete             0x0adf7eaa    phyWmalInitComplete 182419114, 
1941703     PS_PU_PHY_TS    182420.202    phyDomainPuCompleted            0x0adf82ce    phyDomainPuCompleted 182420174, 
1941704     PS_PU_PHY_TS    182420.202    dpDomainPuCompleted             0x0adf82db    phyDomainPuCompleted 182420187, 
1941705     PS_PU_PHY_TS    182420.202    phyPuEnd                        0x0adf82ea    phyPuEnd 182420202, 
1941706     PS_PU_PHY_TS    182420.202    wakeReason                      0x00000004    phyWakeReasonEnum PS_PHY_WAKE_REASON_UMAC (0x4), 
1941707     PS_PU_PHY_TS    182420.202    wakeData                        0x00000002    wakeData 2, 
 
 
 
Below is the sequence for When LPRX state != OFF, 
1.	calibExecuterPartialApplyDuringRadioPowerUp() => no TX calib apply is done as LPRX is active
2.	phyConfigurationActivateContext() => TAS is updated with the current band and the limits are initialized to the default value
 
1926369     PS_PX_STATE_CNG    182224.614    state                           0x00000001    psPxFsmUmacStateEnum PS_PX_FSM_UMAC_STATE_PS_PX_CNVR_LP (0x1), 
1926720     PHY_CALIB_MANAGER_EVENT    182225.265    eventData                       0x03030016    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_PARTIAL_CALIB_ON_POWER_UP_BEGIN (0x16), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
1926746     PHY_CALIB_MANAGER_EVENT    182225.332    eventData                       0x03030017    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_PARTIAL_CALIB_ON_POWER_UP_END (0x17), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
•	TAS power Limit set to Default as part of phyConfigurationActivateContext()
 
1926780     PRINT    182225.354    STR0x2                          0x00000000    tasSetCurrentBand band = 0, isAux = 0, 
1926786     PRINT    182225.355    STR0x1                          0x00000000    tasSetCurrentBand g_tasDb.fsmParams.minPowerLimitDbm = 0x7fff, 
1926788 319832    WIFI_LARC POWER_LPRX_STATE
1926790     POWER_LPRX_STATE    182225.357    state                           0x00000003    state max_ps_beacon_rx (0x3), 
1926791     POWER_LPRX_STATE    182225.357    phyId                           0x00000000    phy_id 0x0, 
1926792     POWER_LPRX_STATE    182225.357    componentVector                 0x00000000    lna_low_bias lna_dynamic_power (0x0), reserved 0x0, 
1926796     PHY_ACTIVATE_CTX    182225.357    phyCtxData                      0x00003200    phyId 0x0, phyActivateContextStatusEnum PHY_ACTIVATE_CTX_BEGIN (0x0), centralChannel 0x32, 
1926873     PHY_ACTIVATE_CTX    182225.574    phyCtxData                      0x01003200    phyId 0x0, phyActivateContextStatusEnum PHY_ACTIVATE_CTX_END (0x1), centralChannel 0x32, 
1929110     PHY_CALIB_MANAGER_EVENT    182234.834    eventData                       0x03030016    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_PARTIAL_CALIB_ON_POWER_UP_BEGIN (0x16), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
1929136     PHY_CALIB_MANAGER_EVENT    182234.901    eventData                       0x03030017    CalibEventTypeEnum CALIB_MANAGER_EVENT_RUN_PARTIAL_CALIB_ON_POWER_UP_END (0x17), channelNum 48, band 0, bandwidth 3, controlChannelLocation 0, phyCtxId 0, 
•	TAS power Limit set to Default as part of phyConfigurationActivateContext()
 
1929170     PRINT    182234.923    STR0x2                          0x00000000    tasSetCurrentBand band = 0, isAux = 0, 
1929176     PRINT    182234.925    STR0x1                          0x00000000    tasSetCurrentBand g_tasDb.fsmParams.minPowerLimitDbm = 0x7fff, 
1929178 320193    WIFI_LARC POWER_LPRX_STATE
1929180     POWER_LPRX_STATE    182234.926    state                           0x00000003    state max_ps_beacon_rx (0x3), 
1929181     POWER_LPRX_STATE    182234.926    phyId                           0x00000000    phy_id 0x0, 
1929182     POWER_LPRX_STATE    182234.926    componentVector                 0x00000000    lna_low_bias lna_dynamic_power (0x0), reserved 0x0, 
1929186     PHY_ACTIVATE_CTX    182234.927    phyCtxData                      0x00003200    phyId 0x0, phyActivateContextStatusEnum PHY_ACTIVATE_CTX_BEGIN (0x0), centralChannel 0x32, 
1929263     PHY_ACTIVATE_CTX    182235.143    phyCtxData                      0x01003200    phyId 0x0, phyActivateContextStatusEnum PHY_ACTIVATE_CTX_END (0x1), centralChannel 0x32, 
1930246     PS_PX_STATE_CNG    182240.747    state                           0x00000004    psPxFsmUmacStateEnum PS_PX_FSM_UMAC_STATE_PS_PX_CNVR_HP_PENDING (0x4), 
1930267     PS_PX_STATE_CNG    182240.758    state                           0x00000002    psPxFsmUmacStateEnum PS_PX_FSM_UMAC_STATE_PS_PX_CNVR_HP (0x2), 
 
•	TAS get info returns the Default limit
 
1930642     GET_TAS_STATE    182241.455    tasSarAndPowerLimit1            0x00407fff    max_power_regulatory 0x7fff, sar_limit 0x40,
 
 
Proposed solution:
 
1. during fast wakeup, update TAS with new band before TX calib apply in calibExecuterPartialApplyDuringRadioPowerUp()
2. update TAS with new band in phyConfigurationActivateContext() only when not in fast wake
 
@Mandil, Mai https://gerritwcs.ir.intel.com/c/wcd_fw-dev/+/94336 Can you please check the gerrit?
 
Regards
Aruna
"
