issue_year,jira_id,ips_title,technology,platform,jira_platform,ips_platform,ips_priority,deduced_issue_category,category_confidence,jira_exposure
2023,,[Thames/Mersey-1][Meteorlake][Windows11][GarfieldPeak2] YB after cold boot,WiFi,Meteor Lake,,Meteor Lake,High,YB/Lost,0.2141,2-High
2023,,[Lenovo_IdeaPad_CSLP][QuZhou 6D][LCFC][FVT[S590-MTL][Windows11]Intel Bluetooth of AX211/AX203 show Yellow Bang during Warm Boot/S4 stress test,BT,Meteor Lake,,Meteor Lake,High,YB/Lost,0.1499,2-High
2023,,[Y760S AMD][Intel Killer1650x & AX200]Unit B has no internet after connecting un,WiFi,AMD Ryzen,,AMD Ryzen,High,Sensing,0.123,2-High
2023,WIFI-302222,[Lenovo_IdeaPad_CSLP][LCFC][S590][MTL][AX211] WLAN YB and  assert 0x00000092/0x20100502 during Warm Boot stress test,WiFi,Meteor Lake,Meteor Lake,,,YB/Lost,0.1641,1-Critical
2023,,TEST,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Low,Sensing,0.1215,4-Low
2023,,[Thinkpad][Cheetah3][HLK]Bluetooth - LEExtendedAdvertising fail,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,HLK,0.5123,2-High
2023,,Y760S AMD Unit cause electrical noise when listen to music by BT headset,BT,AMD Ryzen,,AMD Ryzen,High,Connectivity,0.1963,2-High
2023,CIE-3179,"[Lenovo][RaptorLake][AX211][22H2][ICPS2.0]: Unsigned files found: AnalyticsDataAccess.dll, RNService.resources.dll and ICPS.resources.dll",Other,Raptor Lake Client Platforms,Raptor Lake Client Platforms,,,ICPS,0.1699,3-Medium
2023,CIE-3180,[Lenovo][RaptorLake][AX211][22H2][ICPS2.0]: ICPS UI font for SC is not localized,Other,Raptor Lake Client Platforms,Raptor Lake Client Platforms,,,ICPS,0.1688,4-Low
2023,,"[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel BE200] Wifi7 driver have no readyFR:1/5units,1/5cycles)",WiFi,Meteor Lake,,Meteor Lake,High,Connectivity,0.1253,2-High
2023,,"[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] show yellow bang in Device Manager after connect internet.(FR:1/2 units,1/8 times)",WiFi,Meteor Lake,,Meteor Lake,High,Connectivity,0.1497,2-High
2023,,"(Copy Of 00798924) [Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211][Bluetooth] BT show yellow bang in Device Manager when play online video (FR:1/2 units,1/6 times)",WiFi,Meteor Lake,,Meteor Lake,High,Connectivity,0.1476,2-High
2023,WIFI-306180,"[Lenovo ThinkPad CN][LCFC][Mercury3Mars3Intel][ADL][AX211,AX201,9560][E14 Gen 4] 0x9F_3_SETPOWER_IMAGE_Netwtw12.sys",WiFi,Alder Lake,Alder Lake,Alder Lake,Medium,P2P,0.1349,2-High
2023,,[Lenovo][FXN][ThinkStation PX Tomcat][EGS][AX210][Win10 22H2][100%]The speed can not reach standard SPEC,WiFi,Unassigned,,Unassigned,High,Connectivity,0.1322,2-High
2023,,[Lenovo ThinkPad JP][LCFC][Tiger serval][AX201]]The EUT occur BSOD(bugcheck:0x000001ca) during AC R longrun test with LongRunATS_AOAC_v5 Tool .(FR:1/6 units; 1/752 total trials),WiFi,Tiger Lake,,Tiger Lake,Critical,BSOD,0.1525,1-Critical
2023,DBGT-51858,"[Lenovo_IdeaPad_CSLP][QuZhou 6D][LCFC][FVT[S590-MTL]WRT2G can not generate dump (""Dump Failed"") after YB",Other,Meteor Lake,Meteor Lake,,,Connectivity,0.1537,2-High
2023,,[Lenovo][AlderLake][AX211][22H2][100%][ICPS1.0]: ICPS conflicts with Palo Alto Networks (Global Protect) VPN,Other,Alder Lake,,Alder Lake,Critical,ICPS,0.1589,1-Critical
2023,BT-141643,[AX200][AMD platform][Lenovo Legion 5 pro 16ACH6H (from 2021)] User cannot connect multiple controllers at the same time.,BT,AMD Ryzen,AMD Ryzen,,,Connectivity,0.1487,2-High
2023,WIFI-308133,[MTL] No AP scanned when using BIOS with 3.2.22 UEFI FW intermittently,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,UEFI,0.1776,2-High
2023,,[Tigerlake][AX201] UNII1&2 Wifi undetected on Indonesia after 10minutes,WiFi,Tiger Lake,,Tiger Lake,High,Performance,0.1344,2-High
2023,WIFI-308038,[Lenovo Thinkpad][ABB][X13 Gen1][AMT] WiFi device shows empty scan list - Fix in WiMan version 2325.80.45,WiFi,Skylake,Skylake,,,Performance,0.1107,3-Medium
2023,,"[Y560A+A AMD]Unit disconnect AP without choose ""connect automatically"" overnight",WiFi,AMD Ryzen,,AMD Ryzen,High,P2P,0.1282,2-High
2023,CIE-3265,[Lenovo IdeaPad][Inhouse][Y980][RPL][Win11][SIT]  Killer APP crash,Other,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Medium,Killer,0.1433,3-Medium
2023,,[Thames/Mersey-1][Meteorlake][Windows11][GalePeak2] WLAN device is not visible even if driver is installed,WiFi,Meteor Lake,,Meteor Lake,High,YB/Lost,0.1082,2-High
2023,WIFI-309847,"[MTL-P][CSLP][Lenovo_Thames][22H2][WW1.4GC][HSD 14018641332][Internal] ASSERT log Observed  : Intel(R) Wi-Fi 6E AX211 160MHz during S4 cycling-- FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x21101326 -- missing cnvi top request in 4phs req register",WiFi,Meteor Lake,Meteor Lake,,,YB/Lost,0.1593,2-High
2023,WOT-31738,[Lenovo-Ideapad][RPL][DRTU][AX211] no power output under SineWave testing (100%),Other,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Raptor Lake Client Platforms,High,Connectivity,0.1307,2-High
2023,,[YG 9 14IRP8]WiFi TX/RX speed slow using iperf tool.,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,Performance,0.1464,2-High
2023,,[Lenovo][RaptorLake][AX211][22H2][100%][ICPS3.0 Beta]: ICPS cant run due to Intel Connect Service is disconnected.,Other,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,ICPS,0.155,2-High
2023,,[RPL] No MAC address shown when using BIOS with 3.2.22 UEFI FW,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,UEFI,0.2244,2-High
2023,WOT-31991,[Lenovo][MarinaBay][MTL-H][Win11][EVT][EE] CNVi CITU tool can not run normally.,Other,Meteor Lake,Meteor Lake,Meteor Lake,High,Connectivity,0.1424,2-High
2023,,"[Lenovo ThinkPad JP][LCFC][ Libra][AX211]]The 5GHz band wifi will auto disconnected and disappeared in LowPwrRange which Roaming Aggressiveness:Medium,Preferred Band:Perfer 5GHz band",WiFi,Alder Lake,,Alder Lake,High,Connectivity,0.1319,2-High
2023,,"[Lenovo][Compal][Titan3.0] Stress_ CB, Intel AX201 BT lost (2/3000 cycles)",BT,Alder Lake,,Alder Lake,Medium,Connectivity,0.17,3-Medium
2023,WIFI-312496,[Lenovo][Wistron][Thinkbook 13X Gen2][GfP2]Intel AX211 show low Wifi connection speed under small amount of data transfer.,WiFi,Alder Lake,Alder Lake,Alder Lake,High,Connectivity,0.1293,1-Critical
2023,WIFI-317378,[MTL][AX211] Event Error ID 17 for IPF on systems after Hibernate / Resume test,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,YB/Lost,0.1259,3-Medium
2023,WIFI-312495,[Lenovo][Wistron][Thinkbook 13X Gen2][GfP2]Intel AX211 show low Wifi connection speed under small amount of data transfer.,WiFi,Alder Lake,Alder Lake,,,Connectivity,0.1293,2-High
2023,,[MTL][GaP2] CITU Tool error on v22.235.0.4 WLAN Driver,Other,Meteor Lake,,Meteor Lake,High,OEM Tools,0.1435,2-High
2023,,[S570 IAL/S170 IAU]BT device lost during stress test(FR:2/20units;1/5799cycles),BT,Alder Lake,,Alder Lake,High,YB/Lost,0.2936,2-High
2023,,"[Lenovo ThinkPad JP][LCFC][ Griffin,Roc intel][AX211]BSOD(0x9f) occurred  while running Hibernationx600(ACx300DCx300).",BT,Alder Lake,,Alder Lake,Critical,BSOD,0.2966,1-Critical
2023,,[MTL] BSOD encountered after installing PHM 4.19.2 on MTL platform,WiFi,Meteor Lake,,Meteor Lake,Medium,BSOD,0.1954,3-Medium
2023,,"[MTL][AX211] SW/HW Drips are lower than 90% criteria (FR:3/5 trials, 2/2 units)",WiFi,Meteor Lake,,Meteor Lake,High,Power Consumption,0.3817,2-High
2023,,[Lenovo][Compal][L390][RPL-HX][AX203][Win11 22621.1778] Intel AX203 WLAN sometime show yellow bang in device manager while system idle or function testing.,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,YB/Lost,0.1437,2-High
2023,,[Lenovo_ThinkPad_JP][JAGUAR3][RPL][LE AUDIO] Samsung Buds 2 Pro only connects 1 earbud,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Medium,Connectivity,0.2211,3-Medium
2023,,[Lenovo_ThinkPad_JP][JAGUAR3][RPL][LE AUDIO] DUT can not receive Buds Swift Pair frequently,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Medium,Connectivity,0.2755,3-Medium
2023,,[NEC_IdeaPad][LCFC][NECS380][SIT][Win11/Win10] Intel Bluetooth (AX203) show Yellow Bang during Modern Standby stress test,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,YB/Lost,0.1611,2-High
2023,WIFI-318975,[MTL][BE200] GaP2 TX tput unstable or disconnection during tput test.,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,P2P,0.1045,2-High
2023,BT-160158,[S170IGL-9560]Bluetooth-LEExtendedAdvertising (Development and Integration) fail,BT,Gemini Lake,Gemini Lake,Gemini Lake,High,HLK,0.159,2-High
2023,WOT-33345,"[Lenovo][Shangri-La][MTL-H][Win11][Pre-EVT][CITU][AX211,AX203] Marginal testing of CITU only runs 1 minute with High&Full setting.",Other,Meteor Lake,Meteor Lake,Meteor Lake,Medium,Connectivity,0.1212,3-Medium
2023,WIFI-319051,"[May CI][Common OS]Intel AX201&AX211 Security type show ""WPA3-Enterprise"" when connect the WPA2-Enterprise network (only happen on routers that supported 802.11ax protocol).(F/R:4/4units, 32/32cycles)",WiFi,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Alder Lake,High,Performance,0.1321,2-High
2023,WOT-33346,[Lenovo][MTL][Win11][CITU][AX203] CITU tool does not work with AX203 on MTL,Other,Meteor Lake,Meteor Lake,Meteor Lake,High,OEM Tools,0.1242,2-High
2023,,[WW27-28WS][Lenovo][MarinaBay][MTL-H][Win11][FVT][Wifi] CNVi CITU tool can not run normally.,Other,Meteor Lake,,Meteor Lake,High,OEM Tools,0.1361,2-High
2023,,"[Lenovo][RaptorLake][AX211][22H2][100%][ICPS2.0 PV]System error with Event ID 7023 ""The Intel Provider Data Helper Service"" found in Event Viewer",Other,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,YB/Lost,0.1081,2-High
2023,WIFI-320383,"[Lenovo][TB 13s][ADL][WirelessDock][AX211]PC enter MS then wake up,  connect to Dock, 10s later disconnected",WiFi,Alder Lake,Alder Lake,Alder Lake,High,P2P,0.1866,2-High
2023,WIFI-319777,[ThinkPad JP][Thames][MTL][GfP2][UEFI][Internal] UEFI gets watchdog NMI (0x34) on init flow,WiFi,Meteor Lake,Meteor Lake,,,UEFI,0.4659,2-High
2023,,"[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] BT devices will auto disconnect when play music (FR:2/2units,7/10times))",BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.1869,2-High
2023,,"[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211]The unit Intel(R) Wireless Bluetooth(R) show yellow bang in Device Manager when play online video.(FR:1/2 units,1/6 times)",WiFi,Meteor Lake,,Meteor Lake,High,Connectivity,0.1481,2-High
2023,,"[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211]The unit ""Intel(R) Wi-Fi 6E AX211 160MHz"" show yellow bang in Device Manager after connect internet.(FR:1/2 units,1/8 times)",WiFi,Meteor Lake,,Meteor Lake,High,Connectivity,0.1496,2-High
2023,,"[Lenovo ThinkPad JP][LCFC][ Griffin,Roc intel][AX211]No sound output from the client unit when disconnect/remove BT headset and connect it again during video call by skype/Webex/zoom",BT,Alder Lake,,Alder Lake,Critical,Connectivity,0.2367,1-Critical
2023,,[RPL][AX211]Machine hangs after boot from S4 and Event logs shows multiple NDIS errors,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,YB/Lost,0.1095,2-High
2023,BT-162869,"[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211]  The unit show BSOD (stop code:PAGE_FAULT_IN_NONPAGED_AREA,with memory dump) when running stress_CB. (FR:1/22 units; 1/5190 cycles)",BT,Meteor Lake,Meteor Lake,Meteor Lake,High,BSOD,0.2028,2-High
2023,,"[Lenovo][S790-14Pro][MTL-H][Win11]Intel WLAN &BT show YB in DM,error code 43 during coldboot stress test.FR:1/14UUTs.1/4200cycles.",WiFi,Meteor Lake,,Meteor Lake,Medium,YB/Lost,0.2052,3-Medium
2023,,[Lenovo_ThinkPad_JP][JAGUAR3][RPL][W11_MAYCI] No Audio output after disconnect then reconnect Bluetooth Headset during Skype/Zoom video call,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Medium,Connectivity,0.2329,3-Medium
2023,,conductive T-put AX211 performance fail,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,Performance,0.2867,2-High
2023,,[Lenovo][Compal][Titan4.0][RPL]Unit cannot search 6GHz AP when setup MCC to JP,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,Sensing,0.1506,2-High
2023,,"[Lenovo] [May CI][S570 IAL FFRT]Intel 9560 HWID changed to ""SUBSYS_00008086""  and show YB in device manager after Fast boot stress.(F/R:1/20units;1/5825cycles)",WiFi,(missing),,,High,YB/Lost,0.1855,2-High
2023,,"[Lenovo][S790-14Pro][MTL-H][Win11][AX211][AX203]Intel Bluetooth show YB in DM(code 54) during coldboot stress test.(FR:2/4UUTs,2/1200Cycles)",BT,Meteor Lake,,Meteor Lake,High,YB/Lost,0.1945,2-High
2023,,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] Mobile hotspot has no function when choose 5GHz under Network band,WiFi,Meteor Lake,,Meteor Lake,High,Connectivity,0.1524,2-High
2023,,"[Lenovo ThinkPad JP][LCFC][ Griffin,Roc intel][AX211]BSOD( Stop code:SYSTEM_THREAD_EXCEPTION_NOT_HANDLED)  occurred  during Restart(AC) stress test by LongRunATS_AOAC_v5.2 tool.",BT,Alder Lake,,Alder Lake,Critical,BSOD,0.2321,1-Critical
2023,WOT-34361,[Lenovo/Compal][Lenovo Legion Slim 7i][RPL-HX] [AX211][22H2]CITU tool test fail,Other,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Raptor Lake Client Platforms,High,Connectivity,0.1005,2-High
2023,WIFI-323551,[TGL][AX201][Never Crash] BSOD 0x9f encountered on Panther-1 unit,WiFi,Tiger Lake,Tiger Lake,Tiger Lake,High,BSOD,0.2279,1-Critical
2023,,[MTL][BE200] WLAN device goes missing after enabling WWAN device,WiFi,Meteor Lake,,Meteor Lake,Critical,YB/Lost,0.1559,1-Critical
2023,,[Lenovo_ThinkPad_JP][THAMES][MTL][GfP2] BT audio device YB after connect multiple devices while playing music,BT,Meteor Lake,,Meteor Lake,Medium,Connectivity,0.1896,3-Medium
2023,,[Lenovo_Legion][Compal][Slim5 16IRX9][RPL-HX][AX211]Conductive T-put test failed,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,P2P,0.1199,2-High
2023,,[Lenovo_Legion][Compal][Slim7 16IRX9][RPL-HX][AX211]Conductive T-put test failed,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,P2P,0.1199,2-High
2023,,[Lenovo IdeaPad][Inhouse][Y980][RPL][Win11][SVT]  WIFI YB with HDMI monitor working,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Critical,YB/Lost,0.1507,1-Critical
2023,,"[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211]The unit ""Intel(R) Wi-Fi 6E AX211 160MHz"" show yellow bang in Device Manager after connect  to AP",WiFi,Meteor Lake,,Meteor Lake,High,Connectivity,0.1252,2-High
2023,,[Lenovo ThinkPad CN][LCFC][Drift3 AMD][AX200]happend BSOD when test Longrun AC-S4,WiFi,AMD Cezanne,,AMD Cezanne,Critical,BSOD,0.2322,1-Critical
2023,,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211]Wifi will be on after trun on airplane mode by taskbar,WiFi,Meteor Lake,,Meteor Lake,High,Connectivity,0.1364,2-High
2023,,"[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] The unit show BSOD(stop code:DRIVER_UNLOADED_WITHOUT_CANCELLING_PENDING_OPERATIONS,bugcheck:0xCE,have dump) after switch ITS mode to EPM by Fn+Q under AC mode. (FR1/2 units; 2/4cycles)",WiFi,Meteor Lake,,Meteor Lake,High,BSOD,0.1484,2-High
2023,,"[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211]  The unit show BSOD (stop code:PAGE_FAULT_IN_NONPAGED_AREA,bugcheck:0x50,with dump) when unit idle.(FR:1/2units; 1/10 cycles)",BT,Meteor Lake,,Meteor Lake,High,BSOD,0.1748,2-High
2023,,[MTL][BE200] WLAN device intermittently shows YB and BT device goes missing too,WiFi,Meteor Lake,,Meteor Lake,High,YB/Lost,0.2534,2-High
2023,,[Lenovo LCFC][Griffin2/Roc2]Units takes more than 10 seconds resume from Sleep via Bluetooth mouse waking.(F/R:100%),BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Critical,Performance,0.1718,1-Critical
2023,,"[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211]  The unit ""Intel(R) Wi-Fi 6E AX211 160MHz"" show yellow bang in Device Manager after resume from S4.(FR:2/2 units,2/6 times)",WiFi,Meteor Lake,,Meteor Lake,High,Connectivity,0.1479,2-High
2023,WIFI-326867,[Lenovo_IdeaPad_CSLP][QuZhou 6D][EVQS C0][LCFC][FVT3]Stress_MS_The HW drips show 0%,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,Power Consumption,0.3245,2-High
2023,WIFI-326866,[Lenovo_IdeaPad_CSLP][QuZhou 6D][EVQS C0][LCFC][FVT3]Stress_MS_The HW drips show 0%,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,Power Consumption,0.3245,1-Critical
2023,,[Lenovo][LCFC][X13 Gen5][MTL][BE200][22H2][100%]Device YB after drive installed,WiFi,Meteor Lake,,Meteor Lake,High,YB/Lost,0.1623,2-High
2023,,[Lenovo_ThinkPad_JP][THAMES][MTL][GaP2] Bluetooth throughput is low,BT,Meteor Lake,,Meteor Lake,Medium,Performance,0.2345,3-Medium
2023,CIE-3595,"[May CI][Y780 IRX D/H Full]The function of switching better signal AP fails when click the connect button in ""Smart Access Point Selection Pop Up Notifications""windows.(F/R:2/2units, 3/4cycles)",Other,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Raptor Lake Client Platforms,High,Killer,0.1172,2-High
2023,CIE-3593,[Lenovo][RaptorLake][AX211][22H2][ICPS2.0]: ICPS UI font for SC is not localized,Other,Raptor Lake Client Platforms,Raptor Lake Client Platforms,,,ICPS,0.1688,4-Low
2023,CIE-3594,"[May CI][Y780 IRX D/H Full]Some characters of ""Killer Intelligence Center"" APP have not been translated into Chinese in the CN OS.(F/R:2/2units, 4/4cycles)",Other,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Raptor Lake Client Platforms,High,Killer,0.1582,2-High
2023,,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] Yellow bang for Wi-Fi direct virtual Adapter,WiFi,Meteor Lake,,Meteor Lake,High,Connectivity,0.1102,2-High
2023,WIFI-328918,"[Lenovo_IdeaPad_CSLP][LCFC][S590][MTL][AX211]There is no ""PXE boot option"" in the boot menu with UEFI driver 3.2.23.23213",WiFi,Meteor Lake,Meteor Lake,,,UEFI,0.292,1-Critical
2023,,"[Lenovo ThinkPad CN][LCFC][E14 G2 E15 G2] [E14 G4 E15 G4][ADL][AX211,AX201,9560]0x9F_4_PCI_IMAGE_Netwtw10.sys",WiFi,Alder Lake,,Alder Lake,High,P2P,0.1349,2-High
2023,WIFI-341036,"[Lenovo-WKS][Falcon][Win11 May CI]Error ""ID:5010"" &ID:5002(Intel(R) Wi-Fi 6E AX211) occurred in system Event Viewer in Device Manager during running S4/S3+S4 stress on Win11 22H2 May CI OS",WiFi,Fishhawk Falls,Fishhawk Falls,Fishhawk Falls,High,YB/Lost,0.1643,2-High
2023,,[Lenovo ThinkPad CN][LCFC][Jingwei 1.0 Intel][AX211]Dump file point to USB\VID_8087&PID_0033\5&3a22045f&0&10,BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Critical,Connectivity,0.1597,1-Critical
2023,,"(Copy Of 00815517) [Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] When DUT connects to the HLK server, there is no BT Audio HLK items.(FR: 5/5 units, 5/5ycles)",BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.1937,2-High
2023,WOT-35254,[Lenovo][MarinaBay][MTL-H][Win11][FVT][GfP2] CNVio Marginal Test Fail with CITU tool,Other,Meteor Lake,Meteor Lake,,,OEM Tools,0.1212,2-High
2023,,[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211] The sleepstudy-report show SW/HW has no value after enter MS 10mins with 3.5mm headset connected. (FR:1/20units; 1/250cycles),WiFi,Meteor Lake,,Meteor Lake,High,Power Consumption,0.2226,2-High
2023,,"[Y570&570P-IAH]Stress_Intel 9560 HWID changed to ""SUBSYS_00008086"" and show Network controller YB in device manager when run S4 test .(F/R: 2/27u,2/8100times).",WiFi,Alder Lake,,Alder Lake,High,YB/Lost,0.2056,2-High
2023,WIFI-335769,[Lenovo_ThinkPad_JP][THAMES][MTL][GaP2] Wi-Fi7 low Rx throughput issue,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,Performance,0.2474,2-High
2023,,[Lenovo][Compal][S590 ILS4M_ILS6M][MTL-H][AX203/AX211]The sound will output from BT headset after connect to PC for 15-20s.,BT,Meteor Lake,,Meteor Lake,High,Connectivity,0.2157,2-High
2023,,[Lenovo IdeaPad][Inhouse][Y980][RPL][Win11][FVT]  0XE6 BSOD while share hotspot with Killer LAN,Other,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Critical,BSOD,0.1752,1-Critical
2023,,[Lenovo-WS][Manta][AMD][Intel 9260] System will reboot(BSOD) when run file transimssion test under WiFi,WiFi,AMD Ryzen,,AMD Ryzen,High,BSOD,0.2175,2-High
2023,,[lenovo][wistron][G3 500W][Pentium][ AX201] [2H1][100%]disconnected by driver,WiFi,Jasper Lake,,Jasper Lake,High,Performance,0.1344,2-High
2023,,[Lenovo][Compal][S590 ILS4M_ILS6M][MTL-H][AX203/AX211]System enter shutdown with BSoD:0x9f in system log.,BT,Meteor Lake,,Meteor Lake,High,BSOD,0.2231,2-High
2023,,[Lenovo][Compal][S590 ILS4M_ILS6M][MTL-H][AX203/AX211]System event log shows error.,WiFi,Meteor Lake,,Meteor Lake,High,YB/Lost,0.1211,2-High
2023,,"[Lenovo Thinkbook][Lenovo][TB 13X G4][Intel AX211]  Run HLK  test""Bluetooth - Initiate platform-level device reset	""failed  (FR: 2/2 units, 10/10ycles)",BT,Meteor Lake,,Meteor Lake,High,HLK,0.2768,2-High
2023,,[Lenovo][S590/S790-14Pro][MTL-H][Win11][HLK][BT] DUT appears(F/R: 100%) BT YB when run HLK test item Bluetooth - Initiate platform-level device reset Test,BT,Meteor Lake,,Meteor Lake,High,HLK,0.3813,2-High
2023,WIFI-333675,[Lenovo_IdeaPad_CSLP][QuZhou 6D][LCFC][SIT-QS][S590-MTL][Windows11]Intel CNVi WLAN AX211: WLAN Yellow Bang during Warm Boot stress test,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,High,YB/Lost,0.1243,1-Critical
